geo_value,time_value,cases,deaths,doctor_visits,wili,wcli
25001,2020-05-25,8.0,1.0,3.512687,0.07475,0.07475
25001,2020-05-26,3.0,0.0,3.541966,0.0664954,0.0664954
25001,2020-05-27,6.0,1.0,3.148461,0.0668625,0.0668625
25001,2020-05-28,9.0,4.0,2.985026,0.0657977,0.0657977
25001,2020-05-29,8.0,0.0,2.765126,0.0668515,0.0668515
25001,2020-05-30,2.0,0.0,2.785983,0.068103,0.1949564
25001,2020-05-31,7.0,1.0,2.948542,0.0697806,0.2029875
25001,2020-06-01,112.0,2.0,3.015739,0.0,0.1378574
25001,2020-06-02,6.0,0.0,2.849278,0.0,0.1259338
25001,2020-06-03,5.0,3.0,2.518148,0.2709496,0.3896167
25001,2020-06-04,8.0,0.0,2.179886,0.2710593,0.3897837
25001,2020-06-05,3.0,2.0,1.78075,0.244812,0.3503205
25001,2020-06-06,4.0,0.0,1.389717,0.2545473,0.2545473
25001,2020-06-07,6.0,0.0,1.104259,0.2501351,0.4379038
25001,2020-06-08,2.0,0.0,0.902338,0.2441138,0.429376
25001,2020-06-09,4.0,0.0,0.996563,0.2373101,0.6609441
25001,2020-06-10,5.0,4.0,1.178006,0.0,0.4315219
25001,2020-06-11,7.0,0.0,1.435168,0.0,0.4190332
25001,2020-06-12,5.0,0.0,1.686719,0.0,0.4198524
25001,2020-06-13,7.0,1.0,1.863528,0.0,0.4211973
25001,2020-06-14,1.0,2.0,2.008723,0.1942229,0.4353863
25001,2020-06-15,2.0,0.0,2.090157,0.1971882,0.4397318
25001,2020-06-16,5.0,1.0,2.240771,0.2143173,0.2143173
25001,2020-06-17,3.0,2.0,2.712851,0.3843783,0.2235827
25001,2020-06-18,5.0,2.0,2.874189,0.3711872,0.2148409
25001,2020-06-19,6.0,1.0,3.113509,0.3703869,0.244021
25001,2020-06-20,5.0,0.0,3.329903,0.4883099,0.3619504
25001,2020-06-21,2.0,1.0,3.595838,0.2536521,0.1238882
25001,2020-06-22,2.0,1.0,3.801859,0.2527558,0.1233187
25001,2020-06-23,6.0,2.0,3.562946,0.2427587,0.1169665
25001,2020-06-24,2.0,0.0,3.23366,0.1126822,0.1126822
25001,2020-06-25,0.0,1.0,2.92918,0.1210188,0.1210188
25001,2020-06-26,5.0,2.0,2.950315,0.1174522,0.1174522
25001,2020-06-27,1.0,0.0,2.761292,0.0,0.0
25001,2020-06-28,1.0,1.0,2.556301,0.0,0.0
25001,2020-06-29,3.0,1.0,2.518598,0.0,0.0
25001,2020-06-30,3.0,-1.0,2.973786,0.0,0.0
25001,2020-07-01,4.0,1.0,3.991469,0.0,0.0
25001,2020-07-02,5.0,2.0,4.052442,0.0,0.0
25001,2020-07-03,6.0,1.0,3.850578,0.0,0.0
25001,2020-07-04,0.0,1.0,3.886418,0.0,0.0
25001,2020-07-05,4.0,0.0,3.857191,0.0,0.0
25001,2020-07-06,4.0,1.0,3.803174,0.0,0.1113798
25001,2020-07-07,0.0,0.0,3.858976,0.0,0.1098359
25001,2020-07-08,2.0,0.0,3.654018,0.0,0.1152995
25001,2020-07-09,3.0,0.0,3.630491,0.0,0.1072211
25001,2020-07-10,4.0,1.0,3.335275,0.0,0.1010001
25001,2020-07-11,4.0,0.0,2.615263,0.0729168,0.1704958
25001,2020-07-12,4.0,0.0,2.104458,0.0698471,0.1609501
25001,2020-07-13,4.0,0.0,1.78878,0.0698128,0.0698128
25001,2020-07-14,4.0,1.0,2.213241,0.0712459,0.0712459
25001,2020-07-15,7.0,0.0,2.365433,0.069572,0.069572
25001,2020-07-16,3.0,0.0,2.281198,0.0713638,0.0713638
25001,2020-07-17,7.0,1.0,2.840834,0.0721975,0.0721975
25001,2020-07-18,9.0,1.0,3.903162,0.1035328,0.1035328
25001,2020-07-19,10.0,0.0,4.71165,0.1067175,0.1067175
25001,2020-07-20,13.0,0.0,5.31468,0.4193235,0.4193235
25001,2020-07-21,4.0,0.0,5.489379,0.6270055,0.6270055
25001,2020-07-22,5.0,0.0,4.925744,1.0200528,1.0200528
25001,2020-07-23,24.0,1.0,4.130643,0.9759644,0.9759644
25001,2020-07-24,12.0,0.0,3.715066,0.9275852,0.9275852
25001,2020-07-25,4.0,0.0,3.147908,0.7870929,0.7870929
25001,2020-07-26,9.0,0.0,2.784984,0.7656376,0.7656376
25001,2020-07-27,5.0,0.0,2.555842,0.5520078,0.5520078
25001,2020-07-28,20.0,0.0,2.709791,0.3735812,0.3735812
25001,2020-07-29,13.0,0.0,2.837571,0.0,0.4994999
25001,2020-07-30,11.0,1.0,2.700667,0.2134187,0.7129186
25001,2020-07-31,3.0,0.0,2.610868,0.2125452,0.712045
25001,2020-08-01,10.0,0.0,2.749723,0.2248635,0.7243634
25001,2020-08-02,2.0,1.0,2.874871,0.2208773,0.7203771
25001,2020-08-03,7.0,0.0,3.001614,0.2218222,0.7213221
25001,2020-08-04,6.0,0.0,3.430723,0.2208153,0.642878
25001,2020-08-05,8.0,0.0,3.904432,0.2215922,0.2215922
25001,2020-08-06,5.0,0.0,4.143183,0.0,0.0
25001,2020-08-07,11.0,0.0,4.333007,0.0,0.0
25001,2020-08-08,4.0,1.0,4.408019,0.0,0.0
25001,2020-08-09,2.0,0.0,4.432578,0.0,0.0
25001,2020-08-10,2.0,0.0,4.371654,0.0,0.0
25001,2020-08-11,1.0,0.0,4.37368,0.0,0.0
25001,2020-08-12,0.0,0.0,4.35655,0.0,0.0
25001,2020-08-13,0.0,0.0,4.080434,0.0,0.0
25001,2020-08-14,0.0,0.0,3.968587,0.0,0.0
25001,2020-08-15,0.0,0.0,4.119237,0.4449446,0.4449446
25001,2020-08-16,0.0,0.0,4.231865,0.4127179,0.4127179
25001,2020-08-17,0.0,0.0,4.365832,0.4154999,0.4154999
25001,2020-08-18,0.0,0.0,4.588698,0.3722736,0.3722736
25001,2020-08-19,0.0,6.0,4.286599,0.3606613,0.3606613
25001,2020-08-20,0.0,0.0,3.778425,0.37883,0.37883
25001,2020-08-21,14.0,0.0,3.930894,0.3862732,0.3862732
25001,2020-08-22,0.0,0.0,4.142905,0.0,0.0
25001,2020-08-23,0.0,0.0,4.259453,0.0,0.0
25001,2020-08-24,2.0,0.0,4.352829,0.2050396,0.2050396
25001,2020-08-25,6.0,0.0,4.26366,0.2304699,0.2304699
25001,2020-08-26,3.0,1.0,3.858866,0.238897,0.238897
25001,2020-08-27,4.0,0.0,3.646018,0.2313613,0.2313613
25001,2020-08-28,7.0,0.0,3.928274,0.2091466,0.2091466
25001,2020-08-29,5.0,0.0,4.196435,0.0,0.0
25001,2020-08-30,9.0,0.0,4.365653,0.0,0.0
25001,2020-08-31,5.0,0.0,4.556023,0.0,0.0
25001,2020-09-01,6.0,0.0,4.608486,0.0,0.0
25001,2020-09-02,6.0,0.0,4.424439,0.0,0.0
25001,2020-09-03,6.0,1.0,4.287724,0.1167052,0.1167052
25001,2020-09-04,0.0,2.0,4.365241,0.1044938,0.1044938
25001,2020-09-05,0.0,1.0,4.819906,0.109322,0.109322
25001,2020-09-06,0.0,0.0,5.139012,0.2973857,0.2973857
25001,2020-09-07,0.0,0.0,5.374527,0.2917037,0.2917037
25001,2020-09-08,16.0,0.0,5.4785,0.2998087,0.2998087
25001,2020-09-09,1.0,0.0,5.394729,0.3187187,0.3187187
25001,2020-09-10,4.0,-1.0,5.072755,0.1995114,0.1995114
25001,2020-09-11,0.0,1.0,4.695427,0.2033003,0.2033003
25001,2020-09-12,9.0,0.0,4.247532,0.2388985,0.2388985
25001,2020-09-13,6.0,0.0,3.851655,0.0,0.0
25001,2020-09-14,1.0,1.0,3.449375,0.0,0.0
25001,2020-09-15,4.0,0.0,3.589001,0.0,0.0
25001,2020-09-16,3.0,1.0,3.811391,0.0,0.0
25001,2020-09-17,3.0,0.0,3.596053,0.0,0.0
25001,2020-09-18,4.0,0.0,3.24163,0.0,0.0
25001,2020-09-19,8.0,1.0,3.25828,0.0,0.0
25001,2020-09-20,1.0,0.0,3.330621,0.0,0.0
25001,2020-09-21,7.0,0.0,3.374398,0.0,0.0
25001,2020-09-22,1.0,1.0,3.900558,0.0,0.0
25001,2020-09-23,0.0,0.0,4.11068,0.0,0.0
25001,2020-09-24,8.0,1.0,3.778837,0.0,0.0
25001,2020-09-25,8.0,0.0,4.135404,0.0,0.0
25001,2020-09-26,14.0,0.0,4.638581,0.0,0.0
25001,2020-09-27,7.0,0.0,5.090335,0.0,0.0
25001,2020-09-28,9.0,0.0,5.426843,0.0,0.0
25001,2020-09-29,13.0,0.0,5.813563,0.0,0.0
25001,2020-09-30,7.0,0.0,5.615675,0.0,0.0
25001,2020-10-01,13.0,0.0,4.971863,0.0,0.0
25001,2020-10-02,8.0,0.0,4.545087,0.0,0.0
25001,2020-10-03,11.0,0.0,4.319424,0.0,0.0
25001,2020-10-04,6.0,0.0,4.170355,0.3684077,0.0
25001,2020-10-05,3.0,0.0,4.07021,0.3808077,0.0
25001,2020-10-06,5.0,0.0,4.084246,0.3798026,0.0
25001,2020-10-07,5.0,1.0,4.474733,0.378589,0.0
25001,2020-10-08,12.0,0.0,4.737099,0.3070527,0.0
25001,2020-10-09,6.0,0.0,5.028664,0.3031131,0.0
25001,2020-10-10,3.0,1.0,5.835061,0.2914265,0.0
25001,2020-10-11,5.0,0.0,6.487043,0.0,0.0
25001,2020-10-12,13.0,1.0,6.941179,0.0,0.0
25001,2020-10-13,2.0,1.0,7.274921,0.0,0.0
25001,2020-10-14,0.0,0.0,7.480634,0.0,0.0
25001,2020-10-15,5.0,0.0,7.092303,0.0,0.0
25001,2020-10-16,6.0,2.0,6.282031,0.0,0.0
25001,2020-10-17,0.0,1.0,5.465931,0.0,0.0
25001,2020-10-18,8.0,0.0,4.842163,0.0,0.0
25001,2020-10-19,2.0,0.0,4.328306,0.0,0.0
25001,2020-10-20,4.0,0.0,4.070929,0.0,0.0
25001,2020-10-21,9.0,0.0,3.779479,0.0,0.0
25001,2020-10-22,11.0,1.0,3.698026,0.5912066,0.5912066
25001,2020-10-23,7.0,0.0,4.048864,0.6069022,0.6069022
25001,2020-10-24,4.0,0.0,4.052596,0.6154444,0.6154444
25001,2020-10-25,11.0,0.0,4.06282,1.0366728,1.0366728
25001,2020-10-26,24.0,0.0,4.170348,1.1118657,1.1118657
25001,2020-10-27,24.0,0.0,4.624949,1.0910083,1.0910083
25001,2020-10-28,7.0,1.0,4.97615,1.1612715,1.1612715
25001,2020-10-29,5.0,0.0,5.065492,0.441316,0.441316
25001,2020-10-30,16.0,0.0,5.106889,0.4593208,0.4593208
25001,2020-10-31,9.0,2.0,5.112726,0.450519,0.450519
25001,2020-11-01,22.0,0.0,5.122181,0.0,0.0
25001,2020-11-02,9.0,0.0,5.141251,0.0,0.0
25001,2020-11-03,5.0,0.0,4.792993,0.0,0.0
25001,2020-11-04,13.0,1.0,4.307624,0.0,0.0
25001,2020-11-05,11.0,0.0,4.668319,0.0,0.0
25001,2020-11-06,22.0,0.0,5.690282,0.0,0.0
25001,2020-11-07,12.0,0.0,6.660876,0.0,0.0
25001,2020-11-08,16.0,0.0,7.51342,0.0,0.0
25001,2020-11-09,11.0,0.0,8.281142,,
25001,2020-11-10,30.0,0.0,8.728019,,
25001,2020-11-11,22.0,0.0,8.944753,0.0,0.0
25001,2020-11-12,8.0,0.0,8.870821,0.0,0.0
25001,2020-11-13,33.0,0.0,9.583402,0.0,0.0
25001,2020-11-14,23.0,1.0,10.481161,0.0,0.0
25001,2020-11-15,21.0,1.0,10.928949,0.0,0.0
25001,2020-11-16,18.0,0.0,11.266773,0.0,0.0
25001,2020-11-17,69.0,0.0,10.735965,0.0,0.0
25001,2020-11-18,52.0,2.0,10.320255,0.0,0.0
25001,2020-11-19,30.0,0.0,10.492929,0.2546267,0.2546267
25001,2020-11-20,32.0,0.0,11.398601,0.2569072,0.2569072
25001,2020-11-21,138.0,0.0,12.127737,0.2939417,0.2939417
25001,2020-11-22,34.0,0.0,12.946498,0.2810579,0.2810579
25001,2020-11-23,31.0,0.0,13.651919,0.3037296,0.3037296
25001,2020-11-24,70.0,0.0,13.584555,0.364755,0.364755
25001,2020-11-25,68.0,1.0,12.553765,0.3787426,0.3787426
25001,2020-11-26,0.0,0.0,11.599068,0.0,0.0
25001,2020-11-27,71.0,0.0,11.070804,0.0,0.0
25001,2020-11-28,77.0,1.0,11.453932,0.1285926,0.1285926
25001,2020-11-29,43.0,0.0,11.799779,0.1237751,0.1237751
25001,2020-11-30,27.0,0.0,12.812262,0.1105455,0.1105455
25001,2020-12-01,82.0,0.0,13.05343,0.1105896,0.1105896
25001,2020-12-02,75.0,2.0,12.523155,0.1069071,0.1069071
25001,2020-12-03,85.0,1.0,11.702063,0.1034754,0.1034754
25001,2020-12-04,83.0,2.0,10.744298,0.09839,0.09839
25001,2020-12-05,57.0,0.0,9.55415,0.2484872,0.0
25001,2020-12-06,48.0,0.0,8.71339,0.2628426,0.0
25001,2020-12-07,37.0,0.0,8.198746,0.2888342,0.0
25001,2020-12-08,40.0,1.0,8.54069,0.2879243,0.0
25001,2020-12-09,117.0,2.0,8.836773,0.2833111,0.0
25001,2020-12-10,68.0,2.0,9.534918,0.2776055,0.0
25001,2020-12-11,82.0,0.0,9.606662,0.2793175,0.0
25001,2020-12-12,64.0,2.0,9.933065,0.0,0.0
25001,2020-12-13,65.0,2.0,10.329737,0.0,0.0
25001,2020-12-14,48.0,1.0,10.668869,0.3004475,0.3004475
25001,2020-12-15,88.0,0.0,10.963343,0.2871335,0.2871335
25001,2020-12-16,92.0,4.0,11.054889,0.2882129,0.2882129
25001,2020-12-17,62.0,1.0,11.593118,0.297022,0.297022
25001,2020-12-18,84.0,1.0,12.144527,0.3004367,0.3004367
25001,2020-12-19,131.0,2.0,12.508455,0.8319465,0.8319465
25001,2020-12-20,64.0,2.0,13.08477,0.8230523,0.8230523
25001,2020-12-21,57.0,0.0,13.508059,0.9732808,0.878983
25001,2020-12-22,175.0,0.0,13.563342,1.0089587,0.9104387
25001,2020-12-23,0.0,0.0,13.651551,0.9977946,0.9079469
25001,2020-12-24,0.0,9.0,14.987785,0.9591099,0.8673622
25001,2020-12-25,0.0,-9.0,17.140867,0.9666021,0.8739605
25001,2020-12-26,0.0,0.0,18.898837,0.9026916,0.8073863
25001,2020-12-27,0.0,0.0,20.335045,0.8766391,0.7841634
25001,2020-12-28,-181.0,3.0,21.347156,0.5845329,0.5845329
25001,2020-12-29,64.0,9.0,21.740888,0.7576804,0.7576804
25001,2020-12-30,56.0,5.0,20.541134,0.7649659,0.7649659
25001,2020-12-31,159.0,4.0,18.815268,0.6771162,0.6771162
25001,2021-01-01,0.0,0.0,18.698675,0.8264164,0.8264164
25003,2020-02-01,,,0.0,,
25003,2020-02-02,,,0.0,,
25003,2020-02-03,,,0.0,,
25003,2020-02-04,,,0.0,,
25003,2020-02-05,,,0.0,,
25003,2020-02-06,,,0.0,,
25003,2020-02-07,,,0.0,,
25003,2020-02-08,,,0.0,,
25003,2020-02-09,,,0.0,,
25003,2020-02-10,,,0.0,,
25003,2020-02-11,,,0.0,,
25003,2020-02-12,,,0.0,,
25003,2020-02-13,,,0.0,,
25003,2020-02-14,,,0.0,,
25003,2020-02-15,,,0.0,,
25003,2020-02-16,,,0.0,,
25003,2020-02-17,,,0.0,,
25003,2020-02-18,,,0.0,,
25003,2020-02-19,,,0.0,,
25003,2020-02-20,0.0,0.0,0.0,,
25003,2020-02-21,0.0,0.0,0.0,,
25003,2020-02-22,0.0,0.0,0.0,,
25003,2020-02-23,0.0,0.0,0.0,,
25003,2020-02-24,0.0,0.0,0.0,,
25003,2020-02-25,0.0,0.0,0.0,,
25003,2020-02-26,0.0,0.0,0.0,,
25003,2020-02-27,0.0,0.0,0.0,,
25003,2020-02-28,0.0,0.0,0.0,,
25003,2020-02-29,0.0,0.0,0.0,,
25003,2020-03-01,0.0,0.0,0.0,,
25003,2020-03-02,0.0,0.0,0.0,,
25003,2020-03-03,0.0,0.0,0.0,,
25003,2020-03-04,0.0,0.0,0.0,,
25003,2020-03-05,0.0,0.0,0.0,,
25003,2020-03-06,0.0,0.0,0.0,,
25003,2020-03-07,0.0,0.0,0.0,,
25003,2020-03-08,1.0,0.0,0.0,,
25003,2020-03-09,4.0,0.0,0.0,,
25003,2020-03-10,2.0,0.0,0.0,,
25003,2020-03-11,0.0,0.0,0.0,,
25003,2020-03-12,2.0,0.0,0.0,,
25003,2020-03-13,0.0,0.0,0.0,,
25003,2020-03-14,0.0,0.0,0.0,,
25003,2020-03-15,0.0,0.0,0.0,,
25003,2020-03-16,2.0,0.0,0.0,,
25003,2020-03-17,3.0,0.0,0.0,,
25003,2020-03-18,3.0,0.0,0.285259,,
25003,2020-03-19,1.0,0.0,0.619934,,
25003,2020-03-20,2.0,0.0,1.203343,,
25003,2020-03-21,1.0,0.0,1.695643,,
25003,2020-03-22,2.0,1.0,2.208667,,
25003,2020-03-23,3.0,0.0,2.55595,,
25003,2020-03-24,11.0,1.0,2.868553,,
25003,2020-03-25,34.0,0.0,3.202957,,
25003,2020-03-26,2.0,0.0,3.492576,,
25003,2020-03-27,32.0,2.0,3.383727,,
25003,2020-03-28,14.0,0.0,2.942401,,
25003,2020-03-29,32.0,1.0,2.565224,,
25003,2020-03-30,11.0,0.0,2.23006,,
25003,2020-03-31,9.0,1.0,2.056556,,
25003,2020-04-01,12.0,0.0,1.769428,,
25003,2020-04-02,30.0,1.0,1.671457,,
25003,2020-04-03,27.0,0.0,1.59271,,
25003,2020-04-04,13.0,3.0,1.55501,,
25003,2020-04-05,5.0,3.0,1.52685,,
25003,2020-04-06,10.0,0.0,1.521221,,
25003,2020-04-07,10.0,5.0,1.881441,0.4620279,0.3071343
25003,2020-04-08,3.0,2.0,2.057811,0.2457722,0.1626077
25003,2020-04-09,23.0,1.0,2.175003,0.7566284,0.6987634
25003,2020-04-10,25.0,1.0,2.494825,0.6179483,0.5724187
25003,2020-04-11,7.0,0.0,2.771495,0.7456977,0.7057144
25003,2020-04-12,14.0,0.0,3.154911,0.7388308,0.6994224
25003,2020-04-13,5.0,0.0,3.445413,0.7306201,0.6856627
25003,2020-04-14,5.0,1.0,3.749459,0.8444347,0.6945752
25003,2020-04-15,10.0,0.0,3.582581,1.5159025,1.3167221
25003,2020-04-16,12.0,3.0,3.50574,1.311721,1.0138896
25003,2020-04-17,1.0,0.0,3.734212,1.7512964,1.3337872
25003,2020-04-18,2.0,1.0,4.090558,1.406733,0.9925125
25003,2020-04-19,2.0,1.0,4.591017,2.1283301,1.7900182
25003,2020-04-20,0.0,0.0,4.95046,3.2234119,2.8140454
25003,2020-04-21,17.0,1.0,4.991648,3.0284529,3.0284529
25003,2020-04-22,0.0,2.0,5.099304,2.3058367,2.3058367
25003,2020-04-23,14.0,0.0,5.038218,1.8800134,1.8800134
25003,2020-04-24,7.0,0.0,5.191721,1.7113529,1.7113529
25003,2020-04-25,0.0,0.0,5.022569,1.6251475,1.6251475
25003,2020-04-26,3.0,0.0,4.507715,0.7116432,0.7116432
25003,2020-04-27,0.0,0.0,4.04489,0.0,0.0
25003,2020-04-28,2.0,0.0,3.54966,0.0,0.0
25003,2020-04-29,10.0,3.0,3.090051,0.0,0.0
25003,2020-04-30,2.0,1.0,2.575676,0.0,0.0
25003,2020-05-01,2.0,1.0,2.276028,0.1062928,0.1062928
25003,2020-05-02,4.0,0.0,1.751818,0.1075537,0.1075537
25003,2020-05-03,3.0,0.0,1.39287,0.390485,0.390485
25003,2020-05-04,2.0,0.0,1.123807,0.3871862,0.3871862
25003,2020-05-05,4.0,0.0,0.887821,0.3777499,0.487877
25003,2020-05-06,4.0,1.0,0.732292,0.3641998,0.4703136
25003,2020-05-07,3.0,0.0,0.633211,0.3769744,0.4868718
25003,2020-05-08,8.0,0.0,0.478253,0.2933306,0.407385
25003,2020-05-09,0.0,0.0,0.385089,0.3005414,0.4173443
25003,2020-05-10,3.0,0.0,0.359711,0.0,0.1160294
25003,2020-05-11,3.0,0.0,0.267064,0.0,0.1197233
25003,2020-05-12,7.0,0.0,0.208696,0.0,0.0
25003,2020-05-13,1.0,0.0,0.350121,0.0,0.1844638
25003,2020-05-14,2.0,0.0,0.565582,0.0,0.1716382
25003,2020-05-15,3.0,0.0,0.740202,0.0,0.129562
25003,2020-05-16,4.0,0.0,0.968359,0.1307853,0.1239836
25003,2020-05-17,2.0,0.0,1.15725,0.1248391,0.1224415
25003,2020-05-18,0.0,0.0,1.346014,0.1145307,0.1640769
25003,2020-05-19,0.0,0.0,1.637937,0.1121997,0.1621899
25003,2020-05-20,3.0,0.0,1.825191,0.1630605,0.1106
25003,2020-05-21,9.0,0.0,1.96175,0.2571058,0.2057189
25003,2020-05-22,1.0,1.0,1.980617,0.2926389,0.2272533
25003,2020-05-23,5.0,0.0,2.033911,0.1855956,0.2330076
25003,2020-05-24,5.0,0.0,2.018833,0.1827397,0.2291662
25003,2020-05-25,3.0,0.0,1.995068,0.1908113,0.1908113
25003,2020-05-26,14.0,1.0,1.939398,0.3216132,0.3216132
25003,2020-05-27,2.0,1.0,1.659256,0.468741,0.468741
25003,2020-05-28,0.0,0.0,1.499448,0.3355907,0.3355907
25003,2020-05-29,5.0,0.0,1.218223,0.322297,0.322297
25003,2020-05-30,0.0,0.0,1.114208,0.310654,0.310654
25003,2020-05-31,0.0,0.0,1.088818,0.3021503,0.3021503
25003,2020-06-01,22.0,0.0,1.08474,0.3014006,0.3014006
