geo_value,time_value,cases,deaths,doctor_visits,wili,wcli
25007,2020-07-12,-1.0,0.0,,,
25007,2020-07-13,0.0,0.0,,,
25007,2020-07-14,-1.0,0.0,,,
25007,2020-07-15,0.0,0.0,,,
25007,2020-07-16,0.0,0.0,,,
25007,2020-07-17,0.0,0.0,,,
25007,2020-07-18,2.0,0.0,,,
25007,2020-07-19,0.0,0.0,,,
25007,2020-07-20,0.0,0.0,,,
25007,2020-07-21,5.0,0.0,,,
25007,2020-07-22,0.0,0.0,,,
25007,2020-07-23,0.0,0.0,,,
25007,2020-07-24,0.0,0.0,,,
25007,2020-07-25,0.0,0.0,,,
25007,2020-07-26,0.0,0.0,,,
25007,2020-07-27,0.0,0.0,,,
25007,2020-07-28,1.0,0.0,,,
25007,2020-07-29,0.0,0.0,,,
25007,2020-07-30,0.0,0.0,,,
25007,2020-07-31,0.0,0.0,,,
25007,2020-08-01,0.0,0.0,,,
25007,2020-08-02,0.0,0.0,,,
25007,2020-08-03,0.0,0.0,,,
25007,2020-08-04,1.0,0.0,,,
25007,2020-08-05,0.0,0.0,,,
25007,2020-08-06,0.0,0.0,,,
25007,2020-08-07,0.0,0.0,,,
25007,2020-08-08,0.0,0.0,,,
25007,2020-08-09,0.0,0.0,,,
25007,2020-08-10,0.0,0.0,,,
25007,2020-08-11,0.0,0.0,,,
25007,2020-08-12,0.0,0.0,,,
25007,2020-08-13,0.0,0.0,,,
25007,2020-08-14,0.0,0.0,,,
25007,2020-08-15,0.0,0.0,,,
25007,2020-08-16,0.0,0.0,,,
25007,2020-08-17,0.0,0.0,,,
25007,2020-08-18,0.0,0.0,,,
25007,2020-08-19,0.0,0.0,,,
25007,2020-08-20,0.0,0.0,,,
25007,2020-08-21,1.0,0.0,,,
25007,2020-08-22,0.0,0.0,,,
25007,2020-08-23,0.0,0.0,,,
25007,2020-08-24,0.0,0.0,,,
25007,2020-08-25,3.0,0.0,,,
25007,2020-08-26,0.0,0.0,,,
25007,2020-08-27,0.0,0.0,,,
25007,2020-08-28,2.0,0.0,,,
25007,2020-08-29,0.0,0.0,,,
25007,2020-08-30,0.0,0.0,,,
25007,2020-08-31,0.0,0.0,,,
25007,2020-09-01,0.0,0.0,,,
25007,2020-09-02,0.0,0.0,,,
25007,2020-09-03,0.0,0.0,,,
25007,2020-09-04,0.0,0.0,,,
25007,2020-09-05,0.0,0.0,,,
25007,2020-09-06,0.0,0.0,,,
25007,2020-09-07,0.0,0.0,,,
25007,2020-09-08,1.0,0.0,,,
25007,2020-09-09,1.0,0.0,,,
25007,2020-09-10,0.0,0.0,,,
25007,2020-09-11,1.0,0.0,,,
25007,2020-09-12,1.0,0.0,53.149106,,
25007,2020-09-13,0.0,0.0,,,
25007,2020-09-14,0.0,0.0,,,
25007,2020-09-15,0.0,0.0,,,
25007,2020-09-16,0.0,0.0,47.870895,,
25007,2020-09-17,0.0,0.0,48.62794,,
25007,2020-09-18,1.0,0.0,46.675798,,
25007,2020-09-19,1.0,0.0,46.436408,,
25007,2020-09-20,0.0,0.0,,,
25007,2020-09-21,0.0,0.0,,,
25007,2020-09-22,0.0,0.0,44.839803,,
25007,2020-09-23,0.0,0.0,43.272094,,
25007,2020-09-24,1.0,0.0,43.903272,,
25007,2020-09-25,0.0,0.0,41.796764,,
25007,2020-09-26,0.0,0.0,,,
25007,2020-09-27,0.0,0.0,,,
25007,2020-09-28,0.0,0.0,,,
25007,2020-09-29,1.0,0.0,,,
25007,2020-09-30,0.0,0.0,,,
25007,2020-10-01,0.0,0.0,48.936989,,
25007,2020-10-02,2.0,0.0,48.342609,,
25007,2020-10-03,0.0,0.0,,,
25007,2020-10-04,1.0,0.0,,,
25007,2020-10-05,0.0,0.0,,,
25007,2020-10-06,0.0,0.0,52.508597,,
25007,2020-10-07,0.0,0.0,,,
25007,2020-10-08,1.0,0.0,50.72423,,
25007,2020-10-09,0.0,0.0,47.445476,,
25007,2020-10-10,1.0,0.0,48.125201,,
25007,2020-10-11,0.0,0.0,48.505498,,
25007,2020-10-12,1.0,0.0,48.992918,,
25007,2020-10-13,0.0,0.0,50.572711,,
25007,2020-10-14,0.0,0.0,,,
25007,2020-10-15,0.0,0.0,51.735111,,
25007,2020-10-16,0.0,0.0,52.812395,,
25007,2020-10-17,1.0,0.0,55.673971,,
25007,2020-10-18,0.0,0.0,,,
25007,2020-10-19,0.0,0.0,,,
25007,2020-10-20,0.0,0.0,,,
25007,2020-10-21,0.0,0.0,56.761881,,
25007,2020-10-22,0.0,0.0,55.503321,,
25007,2020-10-23,2.0,0.0,49.914167,,
25007,2020-10-24,0.0,0.0,47.067603,,
25007,2020-10-25,0.0,0.0,,,
25007,2020-10-26,2.0,0.0,,,
25007,2020-10-27,1.0,0.0,40.481044,,
25007,2020-10-28,2.0,0.0,38.78276,,
25007,2020-10-29,2.0,0.0,40.195752,,
25007,2020-10-30,5.0,0.0,41.370143,,
25007,2020-10-31,4.0,0.0,46.066312,,
25007,2020-11-01,1.0,0.0,,,
25007,2020-11-02,0.0,0.0,,,
25007,2020-11-03,2.0,0.0,54.123713,,
25007,2020-11-04,2.0,0.0,,,
25007,2020-11-05,3.0,0.0,57.671755,,
25007,2020-11-06,1.0,0.0,,,
25007,2020-11-07,0.0,0.0,59.698993,,
25007,2020-11-08,7.0,0.0,,,
25007,2020-11-09,3.0,0.0,,,
25007,2020-11-10,3.0,0.0,57.313498,,
25007,2020-11-11,16.0,0.0,,,
25007,2020-11-12,13.0,0.0,57.750494,,
25007,2020-11-13,5.0,0.0,,,
25007,2020-11-14,7.0,0.0,,,
25007,2020-11-15,10.0,0.0,,,
25007,2020-11-16,5.0,0.0,,,
25007,2020-11-17,13.0,0.0,,,
25007,2020-11-18,9.0,0.0,,,
25007,2020-11-19,10.0,0.0,,,
25007,2020-11-20,11.0,0.0,,,
25007,2020-11-21,5.0,0.0,,,
25007,2020-11-22,6.0,0.0,,,
25007,2020-11-23,10.0,0.0,,,
25007,2020-11-24,4.0,0.0,37.010363,,
25007,2020-11-25,4.0,0.0,40.44097,,
25007,2020-11-26,0.0,0.0,44.837669,,
25007,2020-11-27,14.0,0.0,48.735814,,
25007,2020-11-28,1.0,0.0,53.137969,,
25007,2020-11-29,0.0,0.0,56.959889,,
25007,2020-11-30,3.0,0.0,59.960836,,
25007,2020-12-01,6.0,0.0,60.871614,,
25007,2020-12-02,7.0,0.0,,,
25007,2020-12-03,5.0,0.0,,,
25007,2020-12-04,4.0,0.0,,,
25007,2020-12-05,14.0,0.0,44.938094,,
25007,2020-12-06,1.0,0.0,,,
25007,2020-12-07,5.0,0.0,,,
25007,2020-12-08,7.0,0.0,33.130669,,
25007,2020-12-09,14.0,0.0,33.117101,,
25007,2020-12-10,10.0,0.0,36.244685,,
25007,2020-12-11,12.0,0.0,37.565371,,
25007,2020-12-12,11.0,0.0,40.608272,,
25007,2020-12-13,7.0,0.0,43.904382,,
25007,2020-12-14,4.0,0.0,46.710992,,
25007,2020-12-15,20.0,0.0,49.156989,,
25007,2020-12-16,3.0,0.0,50.114804,,
25007,2020-12-17,9.0,0.0,50.068366,,
25007,2020-12-18,0.0,0.0,48.354782,,
25007,2020-12-19,6.0,0.0,48.583115,,
25007,2020-12-20,6.0,0.0,46.668013,,
25007,2020-12-21,0.0,0.0,45.00428,,
25007,2020-12-22,10.0,0.0,45.257599,,
25007,2020-12-23,0.0,0.0,46.016605,,
25007,2020-12-24,0.0,0.0,48.737306,,
25007,2020-12-25,0.0,0.0,,,
25007,2020-12-26,0.0,0.0,,,
25007,2020-12-27,0.0,0.0,,,
25007,2020-12-28,-4.0,0.0,,,
25007,2020-12-29,2.0,0.0,,,
25007,2020-12-30,3.0,0.0,,,
25007,2020-12-31,13.0,0.0,,,
25007,2021-01-01,0.0,0.0,,,
25009,2020-02-01,,,0.0,,
25009,2020-02-02,,,0.0,,
25009,2020-02-03,,,0.0,,
25009,2020-02-04,,,0.0,,
25009,2020-02-05,,,0.0,,
25009,2020-02-06,,,0.0,,
25009,2020-02-07,,,0.0,,
25009,2020-02-08,,,0.0,,
25009,2020-02-09,,,0.0,,
25009,2020-02-10,,,0.0,,
25009,2020-02-11,,,0.0,,
25009,2020-02-12,,,0.0,,
25009,2020-02-13,,,0.0,,
25009,2020-02-14,,,0.0,,
25009,2020-02-15,,,0.0,,
25009,2020-02-16,,,0.0,,
25009,2020-02-17,,,0.0,,
25009,2020-02-18,,,0.0,,
25009,2020-02-19,,,0.0,,
25009,2020-02-20,0.0,0.0,0.0,,
25009,2020-02-21,0.0,0.0,0.0,,
25009,2020-02-22,0.0,0.0,0.0,,
25009,2020-02-23,0.0,0.0,0.0,,
25009,2020-02-24,0.0,0.0,0.0,,
25009,2020-02-25,0.0,0.0,0.0,,
25009,2020-02-26,0.0,0.0,0.0,,
25009,2020-02-27,0.0,0.0,0.0,,
25009,2020-02-28,0.0,0.0,0.0,,
25009,2020-02-29,0.0,0.0,0.0,,
25009,2020-03-01,0.0,0.0,0.0,,
25009,2020-03-02,0.0,0.0,0.0,,
25009,2020-03-03,0.0,0.0,0.0,,
25009,2020-03-04,0.0,0.0,0.0,,
25009,2020-03-05,0.0,0.0,0.0,,
25009,2020-03-06,0.0,0.0,0.0,,
25009,2020-03-07,0.0,0.0,0.0,,
25009,2020-03-08,0.0,0.0,0.0,,
25009,2020-03-09,0.0,0.0,0.0,,
25009,2020-03-10,1.0,0.0,0.0,,
25009,2020-03-11,0.0,0.0,0.0,,
25009,2020-03-12,1.0,0.0,0.0,,
25009,2020-03-13,0.0,0.0,0.0,,
25009,2020-03-14,3.0,0.0,0.0,,
25009,2020-03-15,1.0,0.0,0.0,,
25009,2020-03-16,2.0,0.0,0.053402,,
25009,2020-03-17,0.0,0.0,0.084126,,
25009,2020-03-18,6.0,0.0,0.094136,,
25009,2020-03-19,5.0,0.0,0.192776,,
25009,2020-03-20,10.0,0.0,0.416582,,
25009,2020-03-21,12.0,0.0,0.449367,,
25009,2020-03-22,19.0,0.0,0.551819,,
25009,2020-03-23,13.0,0.0,0.52329,,
25009,2020-03-24,45.0,0.0,0.83222,,
25009,2020-03-25,59.0,0.0,0.866073,,
25009,2020-03-26,70.0,2.0,0.965013,,
25009,2020-03-27,103.0,0.0,1.174393,,
25009,2020-03-28,122.0,1.0,0.991791,,
25009,2020-03-29,98.0,1.0,0.894466,,
25009,2020-03-30,83.0,2.0,0.705177,,
25009,2020-03-31,131.0,6.0,0.885822,,
25009,2020-04-01,101.0,5.0,0.967874,,
25009,2020-04-02,154.0,1.0,0.939169,,
25009,2020-04-03,199.0,5.0,1.165711,,
25009,2020-04-04,162.0,2.0,1.188711,,
25009,2020-04-05,106.0,2.0,1.077916,,
25009,2020-04-06,147.0,3.0,0.914193,0.9050896,0.9050896
25009,2020-04-07,188.0,6.0,1.124442,0.6851231,0.7038908
25009,2020-04-08,262.0,15.0,1.292621,0.5115169,0.5947018
25009,2020-04-09,233.0,9.0,1.387732,0.5776255,0.5918276
25009,2020-04-10,334.0,19.0,1.730219,0.5654057,0.5502426
25009,2020-04-11,226.0,12.0,2.104051,0.4792985,0.4665386
25009,2020-04-12,274.0,10.0,1.938651,0.5173493,0.5085497
25009,2020-04-13,243.0,12.0,1.688251,0.6702636,0.6615291
25009,2020-04-14,181.0,12.0,1.987497,0.6558831,0.6346949
25009,2020-04-15,300.0,15.0,2.453086,0.7400919,0.6568232
25009,2020-04-16,351.0,19.0,2.580817,0.7610566,0.7323924
25009,2020-04-17,339.0,19.0,2.75129,0.7686712,0.7686712
25009,2020-04-18,330.0,15.0,3.067976,0.9116405,0.9116405
25009,2020-04-19,239.0,16.0,2.500532,0.8798963,0.8798963
25009,2020-04-20,143.0,16.0,2.09812,0.5032958,0.5032958
25009,2020-04-21,225.0,20.0,2.095331,0.4478273,0.4478273
25009,2020-04-22,262.0,26.0,2.194084,0.9945268,0.9945268
25009,2020-04-23,436.0,21.0,2.561815,1.0939585,1.0939585
25009,2020-04-24,622.0,27.0,2.902927,1.2881423,1.2881423
25009,2020-04-25,371.0,17.0,2.941379,1.1368464,1.1704489
25009,2020-04-26,277.0,14.0,2.619603,1.19245,1.2263751
25009,2020-04-27,219.0,9.0,2.116481,1.340192,1.3726739
25009,2020-04-28,264.0,24.0,2.37924,1.2993971,1.3307741
25009,2020-04-29,408.0,42.0,2.898625,0.8243165,0.8560634
25009,2020-04-30,293.0,23.0,3.716692,0.6065014,0.6380949
25009,2020-05-01,355.0,12.0,3.598248,0.6565092,0.6889361
25009,2020-05-02,334.0,24.0,3.319098,0.6641835,0.6641835
25009,2020-05-03,180.0,15.0,2.726377,0.7499251,0.7499251
25009,2020-05-04,231.0,13.0,2.255462,0.5853137,0.5853137
25009,2020-05-05,206.0,15.0,2.161496,0.7181364,0.7181364
25009,2020-05-06,365.0,34.0,2.528071,0.7146091,0.7146091
25009,2020-05-07,266.0,17.0,2.470103,0.8118337,0.8118337
25009,2020-05-08,385.0,23.0,2.828594,1.0283076,1.0283076
25009,2020-05-09,216.0,24.0,2.782953,1.0479125,1.0479125
25009,2020-05-10,142.0,19.0,2.519249,0.6925456,0.6925456
25009,2020-05-11,79.0,25.0,2.169904,0.7682074,0.7682074
25009,2020-05-12,140.0,9.0,2.86265,0.6777811,0.6777811
25009,2020-05-13,131.0,26.0,3.38966,1.0517105,0.9629907
25009,2020-05-14,247.0,21.0,3.659546,0.9285146,0.8382001
25009,2020-05-15,181.0,26.0,3.914189,1.0281158,0.4914486
25009,2020-05-16,183.0,15.0,4.023967,1.0396054,0.4787208
25009,2020-05-17,148.0,10.0,3.438405,1.0912772,0.5233868
25009,2020-05-18,125.0,14.0,2.823668,1.026479,0.4480785
25009,2020-05-19,161.0,7.0,3.052517,0.8967212,0.3916262
25009,2020-05-20,172.0,20.0,2.872921,0.5263113,0.0966874
25009,2020-05-21,143.0,14.0,2.809179,0.5636404,0.1491159
25009,2020-05-22,158.0,11.0,2.982389,0.3733577,0.3224544
25009,2020-05-23,113.0,6.0,3.068912,0.3487563,0.3297756
25009,2020-05-24,123.0,11.0,2.507248,0.298478,0.2800672
25009,2020-05-25,118.0,4.0,2.053588,0.489403,0.4724731
25009,2020-05-26,95.0,7.0,1.957157,0.4981112,0.4833785
25009,2020-05-27,108.0,8.0,2.334644,0.7964489,0.7964489
25009,2020-05-28,121.0,17.0,2.579437,0.8313488,0.8313488
25009,2020-05-29,95.0,11.0,2.688236,0.6379032,0.6379032
25009,2020-05-30,105.0,3.0,2.631678,0.626323,0.626323
25009,2020-05-31,126.0,16.0,2.232303,0.7117386,0.7117386
25009,2020-06-01,496.0,43.0,1.777128,0.4888966,0.4888966
25009,2020-06-02,74.0,3.0,1.672925,0.5164055,0.5164055
25009,2020-06-03,62.0,8.0,1.863107,0.1931459,0.1931459
25009,2020-06-04,112.0,7.0,2.195206,0.4464936,0.4464936
25009,2020-06-05,95.0,4.0,2.119222,0.4349368,0.4349368
25009,2020-06-06,106.0,8.0,2.140948,0.4315424,0.4315424
25009,2020-06-07,47.0,5.0,1.829802,0.3548258,0.3548258
25009,2020-06-08,19.0,3.0,1.590953,0.3596949,0.3596949
25009,2020-06-09,35.0,10.0,1.549133,0.3324146,0.3324146
25009,2020-06-10,94.0,8.0,1.664202,0.4532759,0.4532759
25009,2020-06-11,100.0,7.0,1.765329,0.2751306,0.2751306
25009,2020-06-12,53.0,4.0,1.763505,0.2969886,0.2969886
25009,2020-06-13,55.0,6.0,1.792312,0.415756,0.415756
25009,2020-06-14,31.0,5.0,1.561702,0.4539614,0.4066806
25009,2020-06-15,23.0,5.0,1.324633,0.7911512,0.7765512
25009,2020-06-16,40.0,1.0,1.793376,0.8069582,0.7920683
25009,2020-06-17,36.0,5.0,1.97144,0.8322942,0.8174889
25009,2020-06-18,36.0,6.0,2.001311,0.8940147,0.8792627
25009,2020-06-19,39.0,2.0,2.137154,0.8590483,0.8444619
25009,2020-06-20,39.0,6.0,2.215825,0.7333037,0.7189854
25009,2020-06-21,12.0,5.0,2.141338,0.9818927,1.0144474
25009,2020-06-22,22.0,1.0,1.876201,0.7753878,0.6659188
25009,2020-06-23,34.0,4.0,2.150876,1.019336,0.9155623
25009,2020-06-24,35.0,2.0,2.187392,0.8902266,0.7859172
25009,2020-06-25,32.0,3.0,2.234677,0.8018383,0.6982158
25009,2020-06-26,23.0,6.0,2.404677,0.8011364,0.6976506
25009,2020-06-27,53.0,4.0,3.259814,1.0179948,0.9172431
25009,2020-06-28,25.0,3.0,2.938463,0.7397426,0.6689974
25009,2020-06-29,16.0,7.0,2.891902,0.639347,0.6676287
25009,2020-06-30,19.0,-2.0,3.417813,0.3776355,0.4072106
25009,2020-07-01,34.0,0.0,3.434037,0.4657548,0.4945808
25009,2020-07-02,54.0,7.0,3.214395,0.4442075,0.4725517
25009,2020-07-03,34.0,5.0,3.200666,0.4419703,0.4701717
25009,2020-07-04,25.0,3.0,3.308399,0.2079935,0.2367471
25009,2020-07-05,19.0,0.0,2.647157,0.2120248,0.2120248
25009,2020-07-06,29.0,3.0,1.942563,0.2114584,0.2114584
25009,2020-07-07,35.0,4.0,2.318556,0.1999032,0.1999032
25009,2020-07-08,24.0,5.0,2.93352,0.1092151,0.1092151
25009,2020-07-09,37.0,2.0,3.212334,0.0,0.0
25009,2020-07-10,35.0,3.0,3.691856,0.0,0.0
25009,2020-07-11,38.0,0.0,3.59835,0.3639358,0.4014256
25009,2020-07-12,17.0,1.0,3.153202,0.3664455,0.4041923
25009,2020-07-13,16.0,-1.0,2.825734,0.3551894,0.3917787
25009,2020-07-14,45.0,0.0,2.835337,0.4784761,0.5167511
25009,2020-07-15,34.0,0.0,2.863853,0.6206393,0.5188486
25009,2020-07-16,32.0,0.0,2.967379,0.6074872,0.5078752
25009,2020-07-17,36.0,3.0,2.709475,0.6132911,0.5127202
25009,2020-07-18,78.0,1.0,2.649356,0.2516852,0.1155134
25009,2020-07-19,23.0,3.0,2.277017,0.2480683,0.1138565
25009,2020-07-20,24.0,0.0,2.052239,0.3042781,0.1388117
25009,2020-07-21,27.0,3.0,2.063916,0.2944206,0.1323996
25009,2020-07-22,31.0,6.0,2.182197,0.1487052,0.1179577
25009,2020-07-23,41.0,5.0,2.268175,0.2300741,0.1988711
25009,2020-07-24,27.0,2.0,2.436468,0.2214248,0.1913605
25009,2020-07-25,32.0,3.0,2.831806,0.2168976,0.1874314
25009,2020-07-26,37.0,5.0,2.86014,0.2146132,0.1854545
25009,2020-07-27,38.0,2.0,2.848301,0.1654579,0.1654579
25009,2020-07-28,43.0,1.0,2.971744,0.0755481,0.0755481
25009,2020-07-29,86.0,5.0,3.37437,0.0770541,0.0770541
25009,2020-07-30,50.0,2.0,3.244599,0.0,0.0
25009,2020-07-31,63.0,0.0,3.396394,0.0477802,0.0477802
25009,2020-08-01,73.0,5.0,3.473805,0.0642034,0.0642034
25009,2020-08-02,81.0,1.0,2.791397,0.0651779,0.0651779
25009,2020-08-03,36.0,2.0,2.773193,0.5718978,0.5718978
25009,2020-08-04,72.0,1.0,2.661103,0.5910601,0.5910601
25009,2020-08-05,77.0,0.0,2.735466,0.6146737,0.6146737
25009,2020-08-06,46.0,4.0,2.800796,0.6149315,0.6149315
25009,2020-08-07,82.0,1.0,2.784938,0.6190882,0.6190882
25009,2020-08-08,90.0,1.0,2.974954,0.6134425,0.6134425
25009,2020-08-09,57.0,1.0,2.772552,0.6045943,0.6045943
25009,2020-08-10,37.0,1.0,2.671031,0.0921717,0.0921717
25009,2020-08-11,47.0,0.0,2.886506,0.2071985,0.2071985
25009,2020-08-12,0.0,0.0,3.351928,0.1799482,0.1799482
25009,2020-08-13,0.0,0.0,3.473613,0.1806687,0.1806687
25009,2020-08-14,0.0,0.0,3.69381,0.1401864,0.1401864
25009,2020-08-15,0.0,0.0,3.629154,0.2994273,0.2994273
25009,2020-08-16,0.0,0.0,3.438592,0.2994534,0.2994534
25009,2020-08-17,0.0,0.0,3.227435,0.2939627,0.2939627
25009,2020-08-18,0.0,0.0,3.496787,0.3200603,0.3551005
25009,2020-08-19,0.0,11.0,3.524885,0.3277695,0.3636603
25009,2020-08-20,0.0,2.0,3.596704,0.3344923,0.3711274
25009,2020-08-21,476.0,0.0,3.657955,0.335083,0.3718032
25009,2020-08-22,24.0,8.0,3.876933,0.2200563,0.2553933
25009,2020-08-23,0.0,0.0,3.601592,0.2238132,0.2597538
25009,2020-08-24,80.0,5.0,3.445321,0.2270147,0.2634994
25009,2020-08-25,53.0,2.0,3.581701,0.0563456,0.0563456
25009,2020-08-26,65.0,4.0,3.77256,0.3547991,0.3547991
25009,2020-08-27,52.0,2.0,4.021789,0.5753148,0.5753148
25009,2020-08-28,76.0,3.0,4.338211,0.6798291,0.6798291
25009,2020-08-29,52.0,3.0,4.398614,0.5682383,0.5682383
25009,2020-08-30,27.0,2.0,4.410887,0.6820782,0.6820782
25009,2020-08-31,28.0,3.0,3.684972,0.5591911,0.5591911
25009,2020-09-01,49.0,1.0,3.220547,0.7444705,0.7444705
25009,2020-09-02,49.0,0.0,2.768305,0.6509741,0.6509741
25009,2020-09-03,49.0,3.0,2.593991,0.6553149,0.6553149
25009,2020-09-04,0.0,6.0,2.669237,0.6475823,0.6475823
25009,2020-09-05,0.0,2.0,2.586996,0.6209844,0.6209844
25009,2020-09-06,0.0,2.0,2.351198,0.5074903,0.5074903
25009,2020-09-07,0.0,0.0,1.879586,0.5127634,0.5127634
25009,2020-09-08,245.0,1.0,2.167713,0.6338308,0.6338308
25009,2020-09-09,23.0,2.0,2.590677,0.622997,0.622997
25009,2020-09-10,54.0,1.0,3.135823,0.3735435,0.3735435
25009,2020-09-11,72.0,1.0,3.72039,0.3738092,0.3738092
25009,2020-09-12,63.0,0.0,3.659151,0.3700847,0.3700847
25009,2020-09-13,36.0,2.0,3.310321,0.3652883,0.3652883
25009,2020-09-14,24.0,0.0,3.018663,0.366463,0.366463
25009,2020-09-15,43.0,0.0,2.947659,0.1476915,0.1476915
25009,2020-09-16,24.0,1.0,2.987569,0.2335182,0.1487939
25009,2020-09-17,45.0,1.0,3.057166,0.2346313,0.1499361
25009,2020-09-18,57.0,0.0,3.149893,0.2455942,0.1573376
25009,2020-09-19,150.0,4.0,3.107146,0.4583055,0.1681455
25009,2020-09-20,52.0,2.0,2.727706,0.4905636,0.178576
25009,2020-09-21,12.0,1.0,2.480316,0.4747234,0.1734541
25009,2020-09-22,34.0,2.0,2.710117,0.3131822,0.0
25009,2020-09-23,0.0,0.0,2.882115,0.4433294,0.2058066
25009,2020-09-24,185.0,3.0,3.176333,0.3505032,0.1516173
25009,2020-09-25,103.0,1.0,3.68946,1.0256317,0.8235932
25009,2020-09-26,112.0,5.0,3.972064,0.8206714,0.8206714
25009,2020-09-27,128.0,0.0,3.581349,0.9091597,0.9091597
25009,2020-09-28,54.0,2.0,3.196251,0.9576833,0.9576833
25009,2020-09-29,102.0,1.0,3.485111,0.9493799,0.9493799
25009,2020-09-30,110.0,7.0,3.589658,0.8452487,0.8452487
25009,2020-10-01,125.0,3.0,3.453477,0.8607644,0.8607644
25009,2020-10-02,101.0,1.0,3.050411,0.2868232,0.2868232
25009,2020-10-03,113.0,1.0,2.990447,0.4832339,0.4832339
25009,2020-10-04,95.0,1.0,2.939767,0.694319,0.694319
25009,2020-10-05,152.0,4.0,2.832351,0.6260179,0.6260179
25009,2020-10-06,55.0,0.0,3.216098,0.7125084,0.7125084
25009,2020-10-07,96.0,3.0,3.293339,0.7366568,0.7366568
25009,2020-10-08,67.0,3.0,3.737164,0.7020197,0.7020197
25009,2020-10-09,110.0,1.0,3.892505,0.6865738,0.6339396
25009,2020-10-10,133.0,0.0,4.013685,0.4837289,0.431303
25009,2020-10-11,115.0,2.0,3.76614,0.2360574,0.1843507
25009,2020-10-12,103.0,2.0,3.385717,0.2977465,0.22853
25009,2020-10-13,84.0,2.0,3.932449,0.1913457,0.1236569
25009,2020-10-14,136.0,2.0,3.916826,0.0982928,0.0310381
25009,2020-10-15,103.0,3.0,3.598387,0.2718214,0.2067096
25009,2020-10-16,117.0,2.0,3.563299,0.2137155,0.1984566
25009,2020-10-17,129.0,2.0,3.789777,0.2194685,0.2037504
25009,2020-10-18,170.0,4.0,3.594513,0.3993581,0.3836464
25009,2020-10-19,157.0,4.0,3.533126,0.3403001,0.3403001
25009,2020-10-20,123.0,0.0,3.671276,0.3406258,0.3406258
25009,2020-10-21,131.0,1.0,3.750297,0.4924921,0.4924921
25009,2020-10-22,150.0,2.0,3.93397,0.3329921,0.3329921
25009,2020-10-23,143.0,3.0,3.908356,0.630799,0.630799
25009,2020-10-24,200.0,1.0,4.049671,0.5991125,0.5991125
25009,2020-10-25,236.0,3.0,3.690112,0.4302011,0.4302011
25009,2020-10-26,121.0,1.0,3.465246,0.6822785,0.6178236
25009,2020-10-27,122.0,1.0,3.889164,0.7244179,0.659542
25009,2020-10-28,224.0,1.0,4.114791,0.5715638,0.5050478
25009,2020-10-29,219.0,5.0,4.256383,0.5816354,0.5141356
25009,2020-10-30,228.0,5.0,4.666858,0.2977446,0.2304088
25009,2020-10-31,230.0,3.0,4.611742,0.3078369,0.2389014
25009,2020-11-01,181.0,2.0,4.219466,0.3175929,0.2490595
25009,2020-11-02,112.0,0.0,3.324253,0.2033935,0.2033935
25009,2020-11-03,112.0,3.0,3.444571,0.1812717,0.1812717
25009,2020-11-04,341.0,1.0,3.511055,0.6786229,0.6786229
25009,2020-11-05,300.0,0.0,4.104226,0.7313011,0.7313011
25009,2020-11-06,376.0,2.0,4.566388,0.7854199,0.7390079
25009,2020-11-07,396.0,2.0,5.000547,0.8907654,0.8383443
25009,2020-11-08,353.0,3.0,4.730826,1.0505929,0.9890551
25009,2020-11-09,131.0,3.0,4.926083,0.6576496,0.5948041
25009,2020-11-10,268.0,2.0,5.194553,0.6015531,0.544191
25009,2020-11-11,342.0,8.0,5.538165,0.1509609,0.0967726
25009,2020-11-12,447.0,2.0,5.685902,0.1328617,0.0836072
25009,2020-11-13,367.0,3.0,6.099183,0.0830234,0.0830234
25009,2020-11-14,538.0,3.0,6.519606,0.0610307,0.0610307
25009,2020-11-15,382.0,2.0,6.316133,0.0531478,0.0531478
25009,2020-11-16,244.0,0.0,6.055894,0.0534945,0.0534945
25009,2020-11-17,349.0,3.0,6.368936,0.1989401,0.1989401
25009,2020-11-18,425.0,8.0,6.474059,0.5229911,0.5229911
25009,2020-11-19,398.0,4.0,6.813079,0.6496846,0.6496846
25009,2020-11-20,293.0,7.0,7.221368,0.6112816,0.6112816
25009,2020-11-21,448.0,4.0,7.383611,0.6335155,0.6335155
25009,2020-11-22,603.0,6.0,7.279943,0.6437814,0.6437814
25009,2020-11-23,287.0,0.0,6.995573,0.7873132,0.7873132
25009,2020-11-24,296.0,5.0,7.341608,0.7333427,0.7333427
25009,2020-11-25,589.0,7.0,7.600352,0.3545774,0.3545774
25009,2020-11-26,0.0,0.0,7.631027,0.5011384,0.5492486
25009,2020-11-27,766.0,4.0,6.239304,0.5296274,0.5830131
25009,2020-11-28,461.0,7.0,8.009675,1.0094215,0.9224549
25009,2020-11-29,483.0,5.0,7.466808,1.6665395,1.5788913
25009,2020-11-30,228.0,3.0,7.162925,1.5451989,1.4550494
25009,2020-12-01,370.0,5.0,7.094773,1.596563,1.5089151
25009,2020-12-02,901.0,7.0,6.045677,1.7736961,1.6752897
25009,2020-12-03,1370.0,8.0,6.464077,1.4361543,1.3025442
25009,2020-12-04,991.0,7.0,6.846782,1.5526044,1.423659
25009,2020-12-05,902.0,3.0,7.08674,1.1818456,1.1818456
25009,2020-12-06,936.0,4.0,6.648191,0.4648234,0.4648234
25009,2020-12-07,361.0,0.0,6.44224,0.650271,0.650271
