region,epiweek,year,month,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
AK,201748,2017,11,5.18,0.21,8.58,3.4,5.23,5.53,3.53,5.09,0.88,1.58,1.88,0.29,0.25,0.67,3.70826
AK,201749,2017,12,4.83,0.15,8.48,2.98,4.99,5.45,3.76,4.9,0.72,1.49,1.98,0.29,0.25,0.59,4.16396
AK,201750,2017,12,4.85,0.19,8.29,3.01,5.17,5.25,3.81,5.22,0.78,1.48,1.77,0.32,0.22,0.39,3.89239
AK,201751,2017,12,4.8,0.0,8.46,3.31,4.8,5.29,3.65,5.07,0.73,1.7,1.72,0.39,0.21,0.39,4.10418
AK,201752,2017,12,5.38,0.38,9.87,3.42,5.4,5.21,4.34,5.65,0.49,1.72,2.02,0.26,0.29,0.71,4.62
AK,201801,2018,1,5.69,0.0,10.45,3.19,5.95,5.96,4.27,6.08,0.86,1.87,2.17,0.22,0.45,0.24,4.33424
AK,201802,2018,1,4.97,0.14,9.0,2.82,4.96,5.84,3.92,5.56,0.76,1.6,1.64,0.21,0.18,0.5,4.43308
AK,201803,2018,1,5.33,0.14,8.66,2.72,5.43,5.86,3.74,5.54,0.77,1.48,1.87,0.31,0.11,0.34,3.99598
AK,201804,2018,1,5.8,0.16,9.41,2.6,4.93,6.13,3.72,5.52,0.79,1.62,1.81,0.27,0.27,0.57,4.85822
AK,201805,2018,1,6.23,0.27,9.79,2.94,5.28,6.04,4.4,5.96,0.75,1.82,1.97,0.34,0.18,0.49,6.09535
AK,201806,2018,2,6.63,0.36,9.95,3.04,5.15,6.36,4.58,6.12,0.7,1.91,1.82,0.47,0.23,0.54,6.00365
AK,201807,2018,2,5.81,0.27,9.33,2.74,5.22,6.02,4.21,5.47,0.8,1.58,2.1,0.2,0.29,0.46,6.99237
AK,201808,2018,2,5.54,0.15,8.27,2.8,5.43,6.01,4.27,5.69,0.93,1.83,2.15,0.21,0.25,0.57,6.28311
AK,201809,2018,2,5.57,0.13,8.35,2.6,5.35,6.17,4.09,5.82,0.92,1.88,1.98,0.23,0.26,0.49,7.12882
AK,201810,2018,3,5.5,0.41,8.09,2.45,5.49,6.21,4.12,5.94,0.82,1.99,1.97,0.21,0.31,0.65,7.6104
AK,201811,2018,3,5.12,0.13,8.29,2.66,5.72,6.16,4.1,5.8,0.83,1.55,2.13,0.29,0.21,0.68,6.55296
AK,201812,2018,3,4.42,0.29,7.11,2.56,5.04,6.21,3.76,5.63,0.99,1.54,2.03,0.34,0.15,0.58,6.23519
AK,201813,2018,3,4.54,0.15,7.25,2.56,5.28,5.96,3.59,5.45,0.85,1.56,2.02,0.25,0.17,0.61,6.41818
AK,201814,2018,4,5.0,0.28,7.27,2.69,5.23,6.11,3.81,5.35,0.93,1.65,2.04,0.34,0.28,0.5,6.61157
AK,201815,2018,4,4.64,0.12,7.08,2.6,5.55,5.79,3.66,5.46,0.81,1.53,2.01,0.26,0.2,0.45,5.18847
AK,201816,2018,4,4.6,0.0,6.71,2.68,5.17,5.95,3.58,5.39,0.85,1.77,2.01,0.36,0.42,0.43,5.13219
AK,201817,2018,4,4.21,0.13,6.44,2.54,5.0,6.27,3.64,5.6,0.85,1.65,1.8,0.29,0.39,0.47,4.01272
AK,201818,2018,4,3.91,0.16,6.37,2.41,5.18,5.83,3.39,5.46,0.79,1.68,1.85,0.19,0.13,0.63,3.22196
AK,201819,2018,5,3.87,0.14,6.34,2.6,5.1,6.0,3.31,5.13,0.63,1.38,2.03,0.13,0.18,0.51,3.15959
AK,201820,2018,5,3.86,0.13,6.04,2.39,4.92,5.66,3.28,4.96,0.91,1.77,1.89,0.16,0.3,0.5,2.60009
AK,201821,2018,5,3.73,0.0,6.53,2.65,5.01,5.39,3.49,4.93,0.88,1.39,2.08,0.38,0.21,0.42,2.60979
AK,201822,2018,5,3.54,0.0,5.84,2.27,4.86,5.3,3.51,5.06,0.94,1.35,1.77,0.21,0.21,0.51,1.87126
AK,201823,2018,6,3.63,0.0,5.51,2.29,4.69,5.42,3.32,5.09,0.82,1.3,1.94,0.28,0.0,0.45,1.76056
AK,201824,2018,6,3.54,0.14,5.05,2.19,4.7,5.46,3.1,4.67,0.75,1.58,2.08,0.32,0.3,0.66,0.902708
AK,201825,2018,6,3.46,0.0,4.89,1.98,4.77,5.74,5.06,6.41,0.72,1.55,2.07,0.23,0.32,0.4,1.35959
AK,201826,2018,6,3.52,0.0,4.89,2.04,5.15,5.74,4.66,6.06,0.84,1.44,2.07,0.28,0.3,0.56,1.91693
AK,201827,2018,7,3.55,0.0,4.32,2.02,4.5,5.08,3.73,5.18,0.81,1.28,2.2,0.3,0.14,0.45,1.72048
AK,201828,2018,7,3.25,0.0,4.51,1.84,4.88,5.65,3.68,5.37,0.72,1.46,2.03,0.21,0.14,0.49,1.80654
AK,201829,2018,7,3.28,0.18,4.33,2.1,4.77,5.41,3.37,5.2,0.73,1.3,1.98,0.28,0.22,0.56,1.47645
AK,201830,2018,7,3.36,0.0,4.51,2.09,5.14,5.89,3.39,5.58,0.82,1.36,2.12,0.24,0.23,0.4,1.3363
AK,201831,2018,7,3.13,0.13,4.38,1.61,4.92,5.57,3.27,5.35,0.67,1.5,1.99,0.3,0.18,0.25,1.44396
AK,201832,2018,8,3.46,0.0,4.32,2.09,4.81,5.66,3.08,4.79,0.7,1.24,1.75,0.26,0.1,0.54,1.48837
AK,201833,2018,8,3.27,0.24,4.54,2.03,4.86,5.42,3.3,4.68,0.64,1.24,1.86,0.28,0.3,0.49,1.88111
AK,201834,2018,8,3.37,0.0,4.82,2.31,4.87,5.46,3.03,4.61,0.74,1.22,2.02,0.0,0.25,0.48,0.550528
AK,201835,2018,8,3.7,0.17,5.91,2.57,4.54,5.35,3.34,4.68,0.72,1.42,1.78,0.25,0.41,0.39,2.84148
AK,201836,2018,9,3.83,0.0,6.69,2.54,5.26,5.16,3.15,4.56,0.85,1.71,1.98,0.42,0.24,0.51,2.89612
AK,201837,2018,9,3.97,0.0,6.85,2.45,5.02,5.6,3.02,4.65,0.82,1.42,1.84,0.35,0.32,0.31,2.53872
AK,201838,2018,9,4.09,0.0,6.42,2.34,5.28,5.53,3.26,4.72,0.71,1.41,1.98,0.25,0.2,0.61,2.16065
AK,201839,2018,9,3.78,0.16,7.2,2.57,5.28,5.52,3.0,4.56,0.8,1.55,1.73,0.22,0.21,0.47,3.19392
AK,201840,2018,10,4.12,0.14,5.95,2.35,5.13,5.57,3.0,4.4,0.74,1.49,1.72,0.33,0.12,0.58,1.95933
AK,201841,2018,10,4.17,0.0,6.24,2.52,5.08,5.53,3.43,4.65,0.87,1.53,2.09,0.34,0.26,0.51,2.37628
AK,201842,2018,10,4.58,0.23,6.79,2.37,5.42,6.19,3.79,5.12,0.87,1.64,1.92,0.31,0.31,0.44,2.27015
AK,201843,2018,10,4.85,0.17,7.18,2.66,5.74,6.27,3.84,5.37,0.91,1.8,1.95,0.41,0.19,0.48,1.00476
AK,201844,2018,10,4.66,0.13,7.27,2.67,5.23,5.58,3.37,5.12,0.85,1.52,1.69,0.2,0.28,0.61,2.44719
AK,201845,2018,11,4.38,0.15,7.34,2.45,5.41,5.88,3.54,5.29,0.91,1.66,1.71,0.16,0.31,0.49,2.06333
AK,201846,2018,11,4.8,0.0,7.81,2.57,5.54,5.67,4.26,5.59,0.92,1.52,1.91,0.36,0.18,0.37,2.5618
AK,201847,2018,11,4.91,0.0,7.46,2.47,5.05,5.68,3.81,5.93,0.88,1.6,1.94,0.13,0.14,0.48,2.62815
AK,201848,2018,11,4.62,0.16,7.12,2.65,5.72,5.73,3.74,5.85,0.75,1.46,2.54,0.35,0.29,0.34,2.31352
AK,201849,2018,12,4.52,0.0,7.15,2.52,5.21,5.67,3.6,5.62,0.74,1.75,2.53,0.27,0.26,0.44,2.41474
AK,201850,2018,12,4.69,0.16,7.28,2.4,5.32,5.67,4.0,5.41,0.97,1.81,2.14,0.15,0.27,0.56,2.76118
AK,201851,2018,12,4.69,0.0,7.2,2.56,5.11,5.25,4.18,5.09,0.88,1.73,1.79,0.27,0.21,0.42,2.95333
AK,201852,2018,12,4.72,0.0,8.3,2.98,5.45,5.56,4.37,5.9,0.9,1.95,1.69,0.34,0.43,0.68,2.90184
AK,201901,2019,12,4.54,0.18,8.21,2.95,6.16,6.05,4.29,5.93,0.88,2.13,2.22,0.27,0.0,0.45,3.07589
AK,201902,2019,1,4.79,0.17,7.82,2.68,5.57,5.71,4.31,5.97,0.77,1.81,1.85,0.0,0.4,0.53,2.57616
AK,201903,2019,1,5.68,0.26,7.99,2.71,5.46,5.96,4.03,5.98,0.85,1.71,2.03,0.44,0.14,0.5,3.63118
AK,201904,2019,1,6.59,0.18,9.26,2.97,6.07,6.19,4.26,5.96,0.88,1.79,2.04,0.27,0.36,0.61,6.34523
AK,201905,2019,1,6.67,0.24,9.79,3.14,6.13,6.34,4.1,6.33,0.87,1.79,2.06,0.3,0.25,0.54,7.53146
AK,201906,2019,2,8.05,0.28,10.72,3.51,6.06,6.55,4.05,6.6,0.78,1.91,2.07,0.26,0.26,0.64,9.7181
AK,201907,2019,2,7.96,0.37,11.35,3.52,5.79,6.65,4.46,5.8,1.16,1.87,2.03,0.31,0.33,0.64,9.47277
AK,201908,2019,2,7.06,0.57,10.64,3.3,6.19,6.37,4.45,6.17,0.84,1.89,1.95,0.33,0.47,0.57,8.02682
AK,201909,2019,2,6.88,0.26,9.89,3.22,6.28,6.91,4.27,6.05,1.02,1.67,2.25,0.36,0.4,0.59,6.87039
AK,201910,2019,3,6.65,0.4,9.76,3.05,6.18,6.89,4.34,6.52,1.16,2.08,2.11,0.4,0.23,0.59,6.52447
AK,201911,2019,3,6.07,0.4,9.1,2.88,6.5,6.75,4.76,6.45,1.14,1.95,2.39,0.36,0.36,0.62,5.52171
AK,201912,2019,3,4.85,0.17,7.8,2.89,6.12,6.83,4.35,6.42,0.79,2.1,2.19,0.31,0.36,0.66,2.78335
AK,201913,2019,3,4.92,0.0,7.3,2.72,6.09,6.52,4.14,5.58,1.14,1.86,2.03,0.26,0.28,0.68,0.882409
AK,201914,2019,4,5.11,0.11,7.14,2.95,5.93,6.37,4.06,5.97,1.12,1.92,2.16,0.25,0.33,0.46,2.14172
AK,201915,2019,4,4.74,0.14,7.41,2.95,5.81,6.13,3.96,5.79,1.02,1.93,2.4,0.33,0.49,0.58,1.9492
AK,201916,2019,4,4.87,0.25,7.64,2.72,5.63,6.25,4.02,5.45,0.94,1.67,2.19,0.25,0.42,0.41,3.68146
AK,201917,2019,4,4.76,0.0,7.89,3.01,5.91,6.68,4.14,5.79,1.05,1.5,2.28,0.32,0.4,0.39,3.6882
AK,201918,2019,4,4.71,0.34,7.62,3.0,5.38,6.79,4.02,5.51,0.91,1.6,2.02,0.28,0.27,0.68,3.57483
AK,201919,2019,5,4.61,0.0,7.61,2.71,5.19,6.65,3.64,5.69,0.71,1.66,2.08,0.17,0.33,0.59,2.86315
AK,201920,2019,5,4.52,0.25,7.44,2.76,5.25,6.44,3.86,5.31,0.98,1.31,2.35,0.31,0.28,0.48,2.86011
AK,201921,2019,5,4.16,0.0,7.22,2.93,5.51,6.3,3.94,5.18,0.84,1.75,2.13,0.23,0.35,0.52,1.43902
AK,201922,2019,5,4.67,0.0,6.82,2.58,5.26,6.36,3.81,5.45,1.0,1.75,2.15,0.25,0.26,0.49,3.74735
AK,201923,2019,6,4.42,0.23,6.18,2.5,5.61,6.39,3.69,5.15,1.01,1.65,2.29,0.3,0.14,0.44,0.643724
AK,201924,2019,6,4.37,0.25,6.04,2.37,5.15,6.25,4.0,5.35,1.02,1.56,2.34,0.33,0.3,0.69,1.04608
AK,201925,2019,6,4.18,0.0,5.76,2.38,5.5,6.57,3.73,5.54,0.8,1.6,2.61,0.38,0.27,0.62,1.38345
AK,201926,2019,6,3.94,0.0,5.21,2.19,5.35,6.02,4.03,5.4,0.77,1.51,2.24,0.32,0.2,0.56,1.30249
AK,201927,2019,7,3.65,0.0,4.71,2.02,4.99,5.45,3.8,5.34,0.78,1.59,2.27,0.31,0.41,0.44,1.57871
AK,201928,2019,7,3.63,0.0,4.61,2.04,5.28,6.12,3.81,5.7,0.95,1.69,2.23,0.2,0.51,0.51,1.37074
AK,201929,2019,7,4.29,0.0,4.61,2.21,5.29,6.51,3.65,5.72,0.91,1.97,2.26,0.3,0.25,0.62,1.18993
AK,201930,2019,7,4.23,0.17,4.8,2.2,5.51,6.38,3.78,5.41,0.93,1.65,2.34,0.4,0.27,0.66,1.5708
AK,201931,2019,7,4.03,0.0,5.03,2.26,5.79,6.53,3.59,5.52,0.86,1.51,2.24,0.24,0.31,0.61,1.74396
AK,201932,2019,8,3.92,0.12,5.06,2.3,5.63,6.12,3.78,5.42,0.83,1.7,2.39,0.37,0.19,0.5,1.05708
AK,201933,2019,8,3.56,0.16,5.08,2.28,5.36,6.11,3.56,5.07,0.77,1.58,2.43,0.42,0.24,0.71,1.4734
AK,201934,2019,8,4.1,0.11,5.54,2.2,5.23,5.53,3.69,5.08,1.06,1.5,2.17,0.29,0.24,0.58,1.19985
AK,201935,2019,8,4.05,0.12,6.52,2.67,5.06,5.68,3.33,5.21,0.94,1.63,2.14,0.0,0.27,0.57,2.35972
AK,201936,2019,9,4.59,0.16,7.71,2.98,5.72,5.63,3.45,5.28,0.91,1.66,2.07,0.32,0.27,0.48,2.63063
AK,201937,2019,9,4.45,0.17,7.67,2.76,5.78,5.84,3.5,4.99,1.12,1.77,2.19,0.36,0.32,0.53,2.63828
AK,201938,2019,9,4.81,0.0,7.8,2.65,5.95,6.11,3.58,5.2,1.19,1.75,2.38,0.3,0.17,0.62,2.19595
AK,201939,2019,9,5.05,0.18,7.84,2.53,5.58,5.83,3.21,4.88,0.88,1.73,2.27,0.24,0.28,0.59,0.998752
AK,201940,2019,9,4.53,0.0,7.58,2.97,5.95,6.18,3.84,5.03,1.02,2.33,2.37,0.28,0.19,0.97,1.04516
AK,201941,2019,10,4.29,0.18,7.47,2.72,6.04,6.47,3.77,5.21,0.98,2.24,2.42,0.27,0.44,0.47,2.3322
AK,201942,2019,10,5.13,0.21,8.37,2.83,5.96,6.63,3.96,5.41,1.18,2.04,2.35,0.39,0.37,0.57,1.51976
AK,201943,2019,10,4.93,0.0,8.29,3.0,6.15,6.99,4.3,6.17,0.97,2.08,2.45,0.41,0.42,0.54,1.42744
AK,201944,2019,10,5.21,0.0,8.16,2.77,6.07,6.5,4.39,6.2,1.04,1.94,2.5,0.41,0.24,0.62,1.51358
AK,201945,2019,11,5.46,0.24,8.32,2.79,6.24,6.99,4.49,6.45,0.93,1.89,2.56,0.3,0.15,0.59,2.40385
AK,201946,2019,11,5.93,0.0,8.59,2.96,6.3,6.6,4.58,6.22,1.15,2.21,2.37,0.41,0.23,0.46,2.78923
AK,201947,2019,11,5.99,0.3,8.9,3.13,6.18,6.69,5.16,6.8,1.1,2.16,2.6,0.37,0.46,0.49,2.01203
AK,201948,2019,11,5.96,0.3,8.99,3.16,5.5,6.09,5.13,6.11,1.09,1.94,2.21,0.21,0.36,0.52,2.24646
AK,201949,2019,12,6.49,0.38,9.96,3.32,6.26,6.65,5.08,6.23,0.99,1.87,2.35,0.25,0.62,0.64,2.44837
AK,201950,2019,12,6.69,0.32,10.55,3.48,6.35,6.69,4.92,6.32,1.06,2.06,2.3,0.17,0.33,0.43,3.09021
AK,201951,2019,12,7.33,0.35,11.84,3.93,6.09,6.27,5.04,6.36,1.03,2.0,2.17,0.0,0.31,0.61,8.38721
AK,201952,2019,12,8.21,0.29,13.54,3.86,6.31,5.96,5.32,6.87,0.94,2.15,2.56,0.27,0.32,0.61,11.7221
AK,202001,2020,12,7.75,0.22,13.54,3.75,6.74,6.74,5.28,6.65,1.2,2.32,2.79,0.18,0.41,0.48,4.58358
AK,202002,2020,1,6.77,0.48,11.33,3.31,6.54,6.64,4.8,6.23,1.08,1.94,2.24,0.26,0.29,0.61,4.52712
AK,202003,2020,1,6.6,0.19,10.56,3.39,6.51,6.9,4.9,6.4,0.89,2.05,2.45,0.46,0.19,0.66,4.42423
AK,202004,2020,1,7.1,0.35,10.82,3.43,7.47,7.55,5.04,6.51,0.97,2.07,2.61,0.28,0.33,0.61,4.99799
AK,202005,2020,1,7.67,0.3,11.75,3.77,6.45,7.25,4.91,6.86,1.29,2.08,2.42,0.4,0.3,0.59,4.44098
AK,202006,2020,2,7.25,0.31,11.27,3.41,6.7,7.26,5.6,6.85,1.34,2.21,2.84,0.23,0.36,0.6,3.66472
AK,202007,2020,2,7.11,0.35,10.26,3.26,6.49,7.0,5.27,6.61,1.11,1.86,2.6,0.16,0.28,0.8,3.48259
AK,202008,2020,2,6.69,0.39,10.03,3.19,6.84,7.3,5.01,6.63,1.21,2.15,2.56,0.33,0.52,0.61,7.063
AK,202009,2020,2,7.75,0.0,11.8,3.47,6.57,6.82,4.84,6.81,1.08,2.12,2.46,0.16,0.18,0.72,4.19678
AK,202010,2020,3,8.25,0.37,12.74,3.72,6.21,6.43,5.0,6.43,1.26,2.18,2.23,0.47,0.28,0.63,3.70284
AK,202011,2020,3,14.12,0.62,17.24,4.35,6.17,6.51,4.78,6.99,1.66,1.96,2.12,0.36,0.28,0.64,3.04544
AK,202012,2020,3,24.26,1.34,17.97,5.51,6.55,5.14,4.08,6.32,2.58,2.72,1.87,0.0,0.0,0.44,3.76502
AK,202013,2020,3,16.48,0.95,13.5,4.06,6.47,5.67,3.58,5.64,2.5,2.91,1.95,0.13,0.21,0.46,2.50181
AK,202014,2020,3,11.71,0.68,10.03,3.12,6.29,5.66,3.47,5.27,1.82,2.5,1.94,0.32,0.23,0.39,0.897921
AK,202015,2020,4,8.84,0.47,7.41,2.73,6.32,5.63,3.32,4.58,1.64,2.23,2.15,0.35,0.27,0.36,3.51711
AK,202016,2020,4,6.85,0.42,5.49,2.03,6.28,5.8,3.34,5.0,1.35,1.93,2.33,0.28,0.12,0.55,1.32181
AK,202017,2020,4,6.19,0.34,5.1,1.93,6.03,5.99,3.15,4.79,1.07,2.07,2.11,0.47,0.24,0.58,1.11272
AK,202018,2020,4,6.18,0.33,4.84,1.65,5.76,5.89,3.19,4.68,1.3,1.91,2.11,0.31,0.16,0.47,0.776778
AK,202019,2020,5,6.76,0.19,4.1,1.66,5.42,5.71,3.15,4.83,0.98,1.73,1.88,0.13,0.25,0.55,0.814269
AK,202020,2020,5,6.51,0.15,4.3,1.54,5.14,5.7,3.14,4.6,1.03,1.79,1.89,0.33,0.32,0.67,1.08581
AK,202021,2020,5,5.52,0.23,4.34,1.68,5.39,5.99,3.36,4.93,0.83,1.74,2.12,0.2,0.28,0.49,0.472335
AK,202022,2020,5,4.89,0.27,3.97,1.6,5.22,5.77,3.41,4.89,1.1,1.94,2.16,0.39,0.25,0.43,0.915332
AK,202023,2020,6,4.87,0.33,3.69,1.58,5.34,6.04,3.5,4.69,1.03,1.72,2.24,0.38,0.24,0.43,0.621547
AK,202024,2020,6,5.14,0.26,3.84,1.59,5.48,6.31,3.56,5.08,0.93,1.99,2.21,0.43,0.16,0.67,0.67981
AK,202025,2020,6,5.33,0.42,3.84,1.66,5.66,6.41,3.58,5.29,1.25,1.96,2.32,0.2,0.23,0.65,0.534581
AK,202026,2020,6,5.72,0.43,4.65,2.2,5.94,7.13,3.74,5.34,1.13,2.11,2.45,0.38,0.28,0.45,0.365085
AK,202027,2020,6,5.96,0.35,4.6,1.91,5.55,6.32,3.61,5.53,1.02,1.97,2.26,0.38,0.32,0.53,0.578964
AK,202028,2020,7,6.4,0.41,4.67,1.96,5.7,6.83,3.62,5.8,1.14,1.97,2.29,0.45,0.26,0.53,0.435035
AK,202029,2020,7,6.17,0.34,4.86,2.26,5.86,6.47,3.88,5.67,1.18,1.92,2.49,0.28,0.14,0.65,0.778463
AK,202030,2020,7,5.63,0.33,4.54,2.23,5.8,6.17,3.79,5.39,1.1,1.91,2.24,0.37,0.29,0.53,1.05634
AK,202031,2020,7,5.91,0.16,4.54,2.28,6.0,6.11,3.6,5.71,1.02,1.85,2.29,0.27,0.35,0.61,0.186916
AK,202032,2020,8,5.3,0.28,4.7,2.06,5.96,6.35,3.73,6.73,0.96,1.99,2.2,0.29,0.1,0.6,0.201613
AK,202033,2020,8,5.1,0.0,4.55,2.03,5.63,6.16,3.65,5.74,0.99,1.84,2.41,0.46,0.0,0.57,0.195695
AK,202034,2020,8,4.72,0.17,4.26,2.13,5.83,6.1,3.34,5.35,0.84,1.8,2.21,0.43,0.14,0.65,1.05932
AK,202035,2020,8,4.71,0.21,4.18,1.88,5.62,6.28,3.71,5.4,0.88,1.63,2.08,0.31,0.35,0.44,0.423729
AK,202036,2020,8,4.83,0.28,4.54,2.08,5.8,6.3,3.6,5.33,0.78,1.82,2.21,0.39,0.33,0.63,0.420168
AK,202037,2020,9,5.05,0.14,4.6,2.39,6.12,6.26,3.34,5.34,0.92,1.74,2.35,0.47,0.22,0.57,0.851064
AK,202038,2020,9,5.0,0.21,5.0,2.14,6.03,6.23,3.68,5.25,1.05,1.77,2.28,0.4,0.22,0.51,0.801603
AK,202039,2020,9,4.98,0.28,4.97,2.03,6.62,6.53,3.56,5.4,1.01,1.9,2.41,0.53,0.12,0.32,0.638298
AK,202040,2020,9,5.88,0.25,5.25,2.49,6.33,6.46,3.88,5.34,1.06,2.37,2.24,0.44,0.31,0.7,1.76528
AK,202041,2020,10,6.15,0.38,5.68,2.15,6.14,6.72,3.63,5.6,1.08,2.08,2.33,0.24,0.29,0.66,0.726172
AK,202042,2020,10,5.79,0.4,5.31,2.2,5.95,6.08,3.58,4.9,1.04,1.84,2.21,0.36,0.33,0.72,0.832306
AK,202043,2020,10,5.9,0.29,5.77,2.33,6.26,6.59,3.41,5.19,1.09,1.95,2.28,0.32,0.21,0.48,0.975927
AK,202044,2020,10,6.3,0.41,5.58,2.21,5.84,6.42,3.71,4.95,1.0,1.87,2.24,0.38,0.39,0.54,0.859107
AK,202045,2020,11,5.68,0.45,5.86,2.22,5.83,5.98,3.15,4.71,1.05,1.71,2.08,0.57,0.27,0.61,0.950119
AK,202046,2020,11,6.34,0.5,6.04,2.25,6.06,6.59,3.48,5.24,0.91,1.98,2.69,0.38,0.33,0.45,1.15193
AK,202047,2020,11,6.49,0.42,6.34,2.25,6.27,6.41,3.53,5.04,1.11,2.11,2.18,0.34,0.19,0.66,1.16279
AK,202048,2020,11,5.35,0.21,5.61,2.09,5.77,6.05,3.73,4.96,1.09,2.04,2.14,0.29,0.31,0.42,1.12655
AK,202049,2020,11,5.67,0.36,5.58,2.12,6.52,6.81,3.46,5.37,1.22,2.03,2.4,0.44,0.29,0.57,0.608447
AK,202050,2020,12,5.42,0.29,5.25,1.86,6.08,6.48,3.73,4.94,1.0,2.04,2.25,0.43,0.33,0.44,0.915605
AK,202051,2020,12,5.0,0.26,5.05,1.72,5.76,6.42,3.55,4.86,1.02,1.95,2.19,0.36,0.32,0.54,0.630798
AK,202052,2020,12,4.26,0.32,4.49,1.88,5.51,5.74,3.4,4.92,0.85,2.22,2.09,0.25,0.26,0.56,0.876578
AK,202053,2020,12,4.49,0.27,4.82,2.01,6.18,6.6,4.07,5.08,1.01,2.2,2.84,0.27,0.28,0.48,0.504202
AK,202101,2021,1,4.67,0.33,4.89,1.91,6.44,6.98,3.33,4.99,0.93,1.94,2.28,0.26,0.28,0.54,0.919305
AK,202102,2021,1,4.67,0.24,4.67,1.64,6.26,6.68,3.56,5.28,1.03,1.87,2.29,0.34,0.34,0.38,0.544774
AK,202103,2021,1,4.69,0.31,4.46,1.79,6.15,7.03,3.79,5.37,1.01,2.02,2.34,0.49,0.41,0.69,0.820842
AK,202104,2021,1,4.88,0.17,4.84,1.73,6.17,7.17,3.86,4.95,0.99,1.64,2.34,0.29,0.24,0.65,0.47619
AK,202105,2021,2,5.36,0.2,4.83,1.92,6.43,7.07,3.6,5.0,1.06,1.95,2.53,0.31,0.0,0.52,0.323974
AK,202106,2021,2,4.95,0.32,4.93,1.89,6.74,6.67,3.67,5.23,0.92,1.91,2.34,0.3,0.38,0.72,0.511696
AK,202107,2021,2,5.15,0.22,4.74,2.14,6.54,6.85,3.57,5.49,1.15,1.83,2.58,0.3,0.18,0.72,0.186776
AK,202108,2021,2,4.58,0.31,5.13,1.92,6.68,7.16,3.83,5.57,1.09,1.91,2.58,0.18,0.24,0.61,0.339674
AK,202109,2021,3,4.68,0.26,4.78,1.79,6.51,7.11,3.7,5.4,1.14,1.94,2.51,0.31,0.31,0.68,0.223714
AK,202110,2021,3,4.82,0.3,4.64,1.93,6.4,6.55,3.68,5.21,1.07,1.89,2.52,0.27,0.32,0.64,0.464784
AK,202111,2021,3,4.96,0.28,4.53,2.18,6.07,7.0,4.14,5.54,0.97,1.95,2.27,0.42,0.36,0.58,0.524617
AK,202112,2021,3,4.83,0.26,5.0,1.9,6.1,6.92,4.24,5.95,1.06,1.81,2.37,0.29,0.27,0.75,0.455581
AK,202113,2021,3,5.2,0.28,4.65,2.02,6.08,7.12,4.09,5.85,0.97,1.92,2.35,0.41,0.31,0.67,0.505561
AK,202114,2021,4,5.55,0.29,5.0,1.94,6.62,7.09,4.4,5.99,1.09,1.93,2.56,0.33,0.3,0.62,0.592495
