region,epiweek,year,month,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
CO,201839,2018,9,2.98,0.1,5.18,1.76,4.24,4.73,2.64,4.07,0.63,1.16,1.6,0.27,0.2,0.38,0.329133
CO,201840,2018,10,3.14,0.1,4.87,1.81,4.23,4.72,2.71,4.12,0.62,1.21,1.6,0.27,0.2,0.4,2.08133
CO,201841,2018,10,3.41,0.09,5.29,1.98,4.33,4.69,2.83,4.04,0.66,1.26,1.62,0.26,0.21,0.38,2.33871
CO,201842,2018,10,3.48,0.1,5.8,2.12,4.62,5.07,2.9,4.16,0.66,1.25,1.63,0.27,0.21,0.4,2.5849
CO,201843,2018,10,3.66,0.11,5.93,2.06,4.62,5.12,3.12,4.26,0.66,1.26,1.69,0.28,0.22,0.39,2.29673
CO,201844,2018,10,3.52,0.11,5.89,2.21,4.39,4.9,2.99,4.1,0.65,1.23,1.59,0.28,0.24,0.4,2.60677
CO,201845,2018,11,3.55,0.11,6.18,2.27,4.48,4.59,2.83,4.11,0.62,1.22,1.58,0.27,0.22,0.38,2.74013
CO,201846,2018,11,3.55,0.1,6.57,2.35,4.47,4.59,3.42,4.53,0.63,1.22,1.61,0.28,0.2,0.37,3.09119
CO,201847,2018,11,3.69,0.1,6.64,2.31,4.28,4.3,3.3,4.78,0.64,1.26,1.56,0.23,0.21,0.32,2.81932
CO,201848,2018,11,3.96,0.12,6.84,2.44,4.71,4.76,3.48,4.68,0.67,1.32,1.63,0.24,0.23,0.37,3.48753
CO,201849,2018,12,3.93,0.11,7.07,2.47,4.38,4.63,3.42,4.65,0.66,1.26,1.57,0.27,0.22,0.39,3.88091
CO,201850,2018,12,4.28,0.15,7.4,2.62,4.43,4.73,3.63,4.71,0.62,1.25,1.59,0.28,0.25,0.41,5.00071
CO,201851,2018,12,4.64,0.17,8.12,2.91,4.25,4.45,3.73,4.79,0.61,1.25,1.54,0.23,0.2,0.34,5.98352
CO,201852,2018,12,5.08,0.22,9.6,3.18,4.51,4.36,4.38,5.33,0.7,1.42,1.61,0.23,0.18,0.32,7.42512
CO,201901,2019,12,4.75,0.17,9.49,3.04,5.05,4.84,4.13,5.27,0.77,1.54,1.82,0.21,0.2,0.34,5.99033
CO,201902,2019,1,4.43,0.14,8.32,2.61,4.84,4.93,4.06,5.26,0.73,1.37,1.77,0.25,0.2,0.38,5.24679
CO,201903,2019,1,4.51,0.16,7.89,2.54,4.75,4.88,3.72,4.95,0.72,1.34,1.69,0.25,0.22,0.37,4.7971
CO,201904,2019,1,4.57,0.18,8.11,2.63,4.8,4.92,3.6,4.98,0.73,1.36,1.72,0.26,0.2,0.38,4.56864
CO,201905,2019,1,4.9,0.2,8.34,2.8,4.77,4.96,3.53,5.07,0.74,1.35,1.77,0.26,0.22,0.41,4.91429
CO,201906,2019,2,5.3,0.23,8.88,2.96,4.86,5.17,3.83,5.36,0.78,1.46,1.73,0.27,0.21,0.43,5.10165
CO,201907,2019,2,5.44,0.23,9.2,3.04,4.8,5.2,3.75,5.03,0.83,1.46,1.74,0.26,0.22,0.42,6.15881
CO,201908,2019,2,5.46,0.24,9.39,3.1,4.97,5.46,3.89,5.08,0.81,1.49,1.8,0.29,0.24,0.45,6.50319
CO,201909,2019,2,5.47,0.24,9.16,3.01,5.05,5.64,5.8,6.9,0.8,1.47,1.89,0.28,0.23,0.44,6.35226
CO,201910,2019,3,5.37,0.23,9.0,2.95,5.06,5.47,4.1,5.51,0.82,1.54,1.83,0.28,0.21,0.46,6.92273
CO,201911,2019,3,4.7,0.2,8.12,2.76,5.03,5.11,3.58,4.92,0.8,1.47,1.71,0.25,0.22,0.39,6.19141
CO,201912,2019,3,4.4,0.18,7.6,2.64,4.94,5.42,3.66,5.07,0.79,1.44,1.86,0.26,0.23,0.44,4.74819
CO,201913,2019,3,4.16,0.15,7.24,2.46,5.01,5.39,3.57,5.06,0.76,1.43,1.9,0.26,0.23,0.42,3.69414
CO,201914,2019,4,3.98,0.16,6.5,2.36,4.93,5.34,3.26,4.89,0.76,1.38,1.91,0.27,0.23,0.43,3.61988
CO,201915,2019,4,3.7,0.13,6.2,2.3,4.75,5.13,3.15,4.72,0.76,1.33,1.79,0.25,0.22,0.41,3.09372
CO,201916,2019,4,3.73,0.15,6.02,2.38,4.55,5.08,3.15,4.62,0.77,1.35,1.78,0.26,0.23,0.42,2.88854
CO,201917,2019,4,3.8,0.14,6.16,2.46,4.62,5.44,3.24,4.67,0.75,1.27,1.76,0.25,0.23,0.43,2.61212
CO,201918,2019,4,3.72,0.13,6.12,2.49,4.64,5.41,3.23,4.66,0.74,1.3,1.8,0.26,0.22,0.44,2.84653
CO,201919,2019,5,3.56,0.12,5.83,2.37,4.45,5.12,3.08,4.44,0.71,1.27,1.72,0.26,0.23,0.41,2.6107
CO,201920,2019,5,3.66,0.12,5.78,2.4,4.53,5.31,3.13,4.62,0.74,1.25,1.79,0.26,0.22,0.43,2.58758
CO,201921,2019,5,3.54,0.11,5.52,2.34,4.46,4.99,3.07,4.52,0.71,1.32,1.81,0.26,0.21,0.42,2.48874
CO,201922,2019,5,3.58,0.12,5.49,2.28,4.49,5.3,3.12,4.67,0.72,1.29,1.82,0.22,0.22,0.41,2.12878
CO,201923,2019,6,3.44,0.12,5.09,2.12,4.6,5.22,3.02,4.57,0.79,1.28,1.91,0.25,0.21,0.44,2.141
CO,201924,2019,6,3.22,0.1,4.7,1.97,4.65,5.3,3.01,4.73,0.78,1.26,1.89,0.25,0.2,0.45,1.75254
CO,201925,2019,6,3.2,0.11,4.45,1.92,4.62,5.28,3.0,4.73,0.8,1.3,1.87,0.25,0.2,0.43,1.49057
CO,201926,2019,6,3.32,0.08,4.21,1.88,4.8,5.37,3.04,4.77,0.71,1.27,1.97,0.24,0.21,0.45,1.36945
CO,201927,2019,7,3.1,0.1,3.86,1.75,4.41,4.93,3.02,4.97,0.68,1.25,1.88,0.26,0.43,0.41,1.04386
CO,201928,2019,7,3.28,0.1,3.91,1.76,4.77,5.36,3.06,4.98,0.69,1.35,2.0,0.26,0.47,0.44,0.959798
CO,201929,2019,7,3.24,0.1,3.62,1.65,4.71,5.21,2.92,4.88,0.67,1.3,1.99,0.25,0.27,0.44,0.99995
CO,201930,2019,7,3.52,0.09,3.59,1.66,4.79,5.35,3.01,4.91,0.68,1.32,2.05,0.25,0.23,0.45,0.84424
CO,201931,2019,7,3.34,0.08,3.63,1.6,4.68,5.24,3.0,4.83,0.68,1.3,1.98,0.25,0.29,0.42,0.921023
CO,201932,2019,8,3.32,0.1,3.71,1.6,4.61,5.22,2.93,4.67,0.65,1.29,1.97,0.22,0.25,0.44,0.879351
CO,201933,2019,8,3.19,0.1,4.03,1.72,4.61,5.09,2.86,4.52,0.64,1.29,1.86,0.24,0.24,0.44,1.12834
CO,201934,2019,8,3.45,0.1,4.54,1.91,4.5,5.01,2.84,4.46,0.81,1.25,1.82,0.23,0.24,0.44,1.37727
CO,201935,2019,8,3.56,0.11,5.16,2.22,4.44,4.91,2.89,4.47,0.71,1.24,1.8,0.26,0.22,0.42,1.9783
CO,201936,2019,9,3.6,0.12,5.42,2.17,4.47,4.9,2.93,4.41,0.74,1.3,1.79,0.26,0.23,0.44,2.14413
CO,201937,2019,9,3.55,0.12,5.58,2.15,4.65,5.15,2.97,4.67,0.76,1.29,1.83,0.28,0.24,0.43,2.30971
CO,201938,2019,9,3.58,0.13,5.67,2.14,4.66,5.23,2.98,4.54,0.78,1.32,1.86,0.27,0.23,0.43,2.30775
CO,201939,2019,9,3.65,0.13,5.7,2.03,4.82,5.23,3.04,4.47,0.78,1.36,1.82,0.29,0.26,0.43,2.22526
CO,201940,2019,9,3.53,0.12,5.79,2.05,4.61,4.97,3.15,4.47,0.76,1.88,1.77,0.26,0.26,0.42,2.48564
CO,201941,2019,10,3.79,0.13,6.32,2.18,4.72,4.9,3.14,4.44,0.75,1.51,1.75,0.27,0.24,0.45,2.51736
CO,201942,2019,10,3.82,0.13,6.62,2.29,4.9,5.16,3.43,4.71,0.9,1.5,1.84,0.28,0.23,0.41,2.5526
CO,201943,2019,10,3.74,0.13,6.56,2.19,4.76,4.95,3.55,4.64,0.73,1.38,1.82,0.26,0.22,0.41,2.65636
CO,201944,2019,10,3.6,0.11,6.56,2.19,4.56,4.62,3.46,4.53,0.69,1.37,1.74,0.25,0.24,0.39,2.7934
CO,201945,2019,11,3.9,0.15,6.91,2.41,5.07,5.17,3.83,5.04,0.74,1.43,1.86,0.27,0.25,0.43,2.6835
CO,201946,2019,11,4.1,0.14,7.39,2.54,4.92,5.22,4.49,5.58,0.78,1.57,1.91,0.27,0.26,0.45,2.98331
CO,201947,2019,11,4.16,0.16,7.52,2.55,4.85,5.07,8.66,9.45,0.76,1.57,1.8,0.27,0.26,0.41,3.22949
CO,201948,2019,11,3.81,0.14,7.32,2.53,4.38,4.36,4.9,5.74,0.73,1.43,1.66,0.24,0.2,0.33,3.70322
CO,201949,2019,12,4.27,0.16,8.48,2.64,5.0,5.07,4.6,5.59,0.76,1.43,1.84,0.27,0.49,0.42,4.03004
CO,201950,2019,12,4.67,0.18,8.35,2.84,4.79,5.05,4.34,5.31,0.73,1.39,1.8,0.25,0.35,0.39,4.62243
CO,201951,2019,12,5.31,0.23,9.52,3.12,4.65,4.76,4.31,5.12,0.71,1.4,1.78,0.23,0.26,0.35,5.35557
CO,201952,2019,12,6.11,0.27,11.74,3.63,4.8,4.72,4.64,5.42,0.83,1.5,1.79,0.22,0.24,0.37,7.20011
CO,202001,2020,12,5.91,0.27,12.18,3.55,5.44,5.15,4.54,5.57,0.87,1.61,1.97,0.23,0.22,0.38,6.7374
CO,202002,2020,1,5.6,0.26,10.79,3.18,5.28,5.43,3.94,5.12,0.83,1.49,1.92,0.28,0.25,0.41,6.48972
CO,202003,2020,1,5.98,0.27,10.09,3.04,5.16,5.42,4.01,5.18,0.81,1.49,1.94,0.26,0.25,0.43,6.30527
CO,202004,2020,1,6.53,0.32,11.13,3.15,6.25,5.63,4.39,5.46,0.85,1.53,2.08,0.27,0.26,0.45,7.43418
CO,202005,2020,1,6.63,0.35,11.2,3.23,5.27,5.5,4.25,5.26,0.9,1.53,1.95,0.28,0.25,0.43,7.87999
CO,202006,2020,2,6.16,0.3,10.52,3.08,5.02,5.21,3.94,4.99,0.88,1.53,1.83,0.26,0.24,0.41,7.64491
CO,202007,2020,2,5.73,0.28,9.74,2.93,5.22,5.39,3.89,4.91,0.84,1.51,1.92,0.28,0.24,0.43,6.36278
CO,202008,2020,2,5.6,0.28,9.43,3.0,5.25,5.48,3.87,4.99,0.84,1.53,1.95,0.28,0.25,0.44,5.7215
CO,202009,2020,2,6.29,0.28,10.17,3.21,5.16,5.45,3.8,5.06,0.91,1.51,1.93,0.29,0.25,0.45,5.40683
CO,202010,2020,3,7.07,0.36,11.85,3.6,5.0,5.44,3.77,5.07,1.07,1.49,1.88,0.42,0.24,0.45,5.82979
CO,202011,2020,3,13.92,0.76,17.39,4.53,4.56,5.27,3.55,5.48,1.8,1.72,1.64,0.36,0.2,0.43,7.64807
CO,202012,2020,3,19.67,1.01,15.28,4.86,4.95,4.26,2.92,4.85,2.3,2.15,1.45,0.23,0.18,0.4,6.94015
CO,202013,2020,3,12.44,0.8,10.89,3.35,5.13,4.29,2.69,4.35,2.09,2.11,1.59,0.24,0.17,0.37,4.46775
CO,202014,2020,3,9.74,0.6,8.38,2.57,5.06,4.57,2.66,4.14,1.69,1.94,1.63,0.26,0.18,0.42,3.46778
CO,202015,2020,4,7.57,0.47,6.56,2.23,4.91,4.42,2.55,4.03,1.42,1.74,1.66,0.32,0.18,0.36,2.3645
CO,202016,2020,4,6.03,0.35,5.29,1.73,4.85,4.38,2.62,3.89,1.15,1.65,1.72,0.31,0.19,0.36,1.62182
CO,202017,2020,4,5.8,0.31,4.8,1.58,4.81,4.62,2.56,3.88,1.06,1.6,1.67,0.29,0.2,0.39,1.28205
CO,202018,2020,4,5.89,0.31,4.32,1.46,4.75,4.75,2.55,3.94,0.98,1.47,1.71,0.29,0.2,0.4,0.859753
CO,202019,2020,5,7.02,0.28,4.07,1.39,4.42,4.67,2.5,3.85,0.91,1.41,1.66,0.27,0.2,0.38,0.715671
CO,202020,2020,5,6.99,0.29,3.98,1.38,4.52,4.75,2.65,3.95,0.87,1.46,1.71,0.27,0.21,0.4,0.740088
CO,202021,2020,5,5.37,0.27,3.52,1.38,4.57,4.72,2.65,4.04,0.82,1.38,1.75,0.26,0.19,0.39,0.567261
CO,202022,2020,5,4.4,0.23,3.13,1.29,4.46,4.65,2.6,3.91,0.87,1.47,1.77,0.24,0.19,0.39,0.558847
CO,202023,2020,6,4.08,0.23,3.0,1.24,4.47,4.74,2.61,3.94,0.82,1.41,1.81,0.28,0.18,0.41,0.318504
CO,202024,2020,6,4.16,0.21,3.04,1.27,4.61,5.13,2.81,4.12,0.81,1.43,1.88,0.28,0.2,0.44,0.360498
CO,202025,2020,6,4.28,0.22,3.25,1.38,4.58,5.24,2.88,4.36,0.78,1.43,1.92,0.26,0.2,0.46,0.371897
CO,202026,2020,6,4.44,0.29,4.09,1.42,4.84,5.51,2.9,4.61,0.86,1.46,1.97,0.28,0.21,0.47,0.429439
CO,202027,2020,6,4.68,0.31,3.49,1.48,4.76,5.18,2.96,4.62,0.85,1.5,1.94,0.29,0.2,0.46,0.513836
CO,202028,2020,7,5.22,0.32,3.54,1.62,4.85,5.44,3.02,4.87,0.88,1.49,2.05,0.32,0.21,0.49,0.5427
CO,202029,2020,7,5.24,0.31,3.65,1.62,4.91,5.34,2.92,4.55,0.9,1.52,2.0,0.27,0.2,0.49,0.530223
CO,202030,2020,7,5.61,0.28,3.51,1.62,4.93,5.35,3.0,4.65,0.86,1.49,1.96,0.29,0.22,0.47,0.513099
CO,202031,2020,7,4.76,0.26,3.49,1.62,4.86,5.12,2.91,4.79,0.83,1.57,1.98,0.28,0.21,0.44,0.480116
CO,202032,2020,8,4.62,0.26,3.54,1.6,4.85,5.25,2.91,4.91,0.81,1.44,1.94,0.31,0.21,0.46,0.457482
CO,202033,2020,8,4.35,0.24,3.5,1.53,4.7,5.07,2.87,4.67,0.77,1.36,1.89,0.31,0.22,0.46,0.573599
CO,202034,2020,8,4.29,0.23,3.4,1.47,4.51,4.94,2.76,4.39,0.7,1.29,1.8,0.29,0.2,0.5,0.571834
CO,202035,2020,8,4.07,0.22,3.48,1.46,4.44,5.02,2.78,4.55,0.72,1.32,1.79,0.33,0.19,0.44,0.524618
CO,202036,2020,8,4.17,0.23,3.64,1.63,4.68,5.12,2.77,4.41,0.74,1.41,1.87,0.34,0.2,0.45,0.532227
CO,202037,2020,9,4.12,0.22,3.85,1.64,4.65,4.9,2.72,4.35,0.73,1.36,1.77,0.3,0.22,0.44,0.692057
CO,202038,2020,9,4.37,0.25,3.96,1.75,4.68,5.32,2.75,4.39,0.74,1.36,1.76,0.36,0.21,0.46,0.873775
CO,202039,2020,9,4.29,0.27,4.13,1.75,4.78,5.43,2.76,4.41,0.77,1.39,1.85,0.33,0.21,0.47,0.950208
CO,202040,2020,9,4.47,0.3,4.22,1.73,4.65,5.32,2.93,4.14,0.76,2.07,1.78,0.36,0.21,0.47,0.821639
CO,202041,2020,10,4.77,0.32,4.58,1.77,4.76,5.32,2.93,4.27,0.84,1.44,1.79,0.32,0.22,0.48,1.18536
CO,202042,2020,10,4.42,0.27,4.3,1.75,4.67,5.03,2.85,4.17,0.79,1.41,1.8,0.28,0.23,0.45,1.05007
CO,202043,2020,10,4.42,0.28,4.56,1.76,4.68,5.01,2.82,4.05,0.81,1.42,1.79,0.32,0.2,0.45,1.14292
CO,202044,2020,10,4.77,0.33,4.89,1.91,4.82,4.96,2.95,4.03,0.8,1.43,1.76,0.35,0.21,0.44,1.44315
CO,202045,2020,11,5.19,0.4,5.01,2.06,4.85,4.93,2.72,3.9,0.81,1.4,1.74,0.37,0.19,0.43,1.37246
CO,202046,2020,11,5.5,0.4,5.58,2.08,5.08,5.26,2.9,4.15,0.91,1.51,1.88,0.31,0.22,0.46,1.29446
CO,202047,2020,11,5.61,0.41,5.55,2.03,5.14,5.22,2.85,4.1,0.94,1.57,1.88,0.32,0.21,0.46,1.24987
CO,202048,2020,11,4.87,0.35,5.01,1.89,4.88,4.73,2.86,4.0,0.86,1.57,1.79,0.26,0.2,0.39,0.953182
CO,202049,2020,11,4.77,0.31,5.03,1.75,5.24,5.1,2.86,4.09,0.84,1.55,1.9,0.29,0.23,0.45,0.95456
CO,202050,2020,12,4.29,0.29,4.62,1.62,5.02,4.97,2.72,3.99,0.82,1.5,1.81,0.3,0.23,0.44,0.849315
CO,202051,2020,12,4.03,0.23,4.26,1.63,4.91,4.76,2.72,3.96,0.78,1.5,1.82,0.27,0.22,0.41,0.736511
CO,202052,2020,12,3.69,0.22,3.98,1.6,4.71,4.55,2.85,3.94,0.77,1.55,1.87,0.23,0.17,0.38,0.691322
CO,202053,2020,12,4.01,0.22,4.29,1.76,5.29,4.88,3.18,4.27,0.82,1.69,2.34,0.24,0.19,0.39,0.608127
CO,202101,2021,1,4.01,0.24,4.09,1.62,5.15,5.07,2.83,4.1,0.77,1.52,1.86,0.27,0.21,0.39,0.668018
CO,202102,2021,1,3.88,0.23,3.99,1.53,5.11,5.17,2.84,4.21,0.76,1.46,1.94,0.26,0.22,0.42,0.603722
CO,202103,2021,1,3.89,0.21,4.0,1.59,5.11,5.21,2.92,4.37,0.81,1.53,1.98,0.29,0.22,0.43,0.727548
CO,202104,2021,1,4.03,0.23,4.1,1.58,5.23,5.29,2.95,4.39,0.83,1.56,1.97,0.3,0.21,0.44,0.709898
CO,202105,2021,2,4.04,0.22,4.08,1.65,5.23,5.39,3.0,4.38,0.85,1.53,1.97,0.29,0.21,0.46,0.669523
CO,202106,2021,2,4.02,0.21,4.19,1.69,5.12,5.19,2.94,4.36,0.82,1.49,1.92,0.28,0.23,0.45,0.747818
CO,202107,2021,2,3.88,0.2,4.15,1.69,5.38,5.42,3.11,4.43,0.83,1.55,2.02,0.29,0.24,0.51,0.729135
CO,202108,2021,2,3.69,0.2,4.05,1.67,5.29,5.57,3.09,4.4,0.82,1.51,1.98,0.3,0.23,0.49,0.704142
CO,202109,2021,3,3.8,0.2,4.04,1.64,5.15,5.45,3.08,4.38,0.84,1.46,1.98,0.31,0.23,0.47,0.586303
CO,202110,2021,3,3.67,0.21,3.93,1.56,4.86,5.13,3.05,4.43,0.77,1.43,1.89,0.3,0.23,0.46,0.780955
CO,202111,2021,3,3.58,0.2,3.77,1.54,4.95,5.23,3.16,4.4,0.78,1.47,1.93,0.29,0.22,0.43,0.618067
CO,202112,2021,3,3.79,0.21,3.94,1.56,4.85,5.26,3.13,4.58,0.81,1.42,1.93,0.29,0.23,0.46,0.608923
CO,202113,2021,3,4.09,0.24,4.06,1.65,4.83,5.32,3.12,4.57,0.8,1.33,1.9,0.28,0.24,0.43,0.70916
CO,202114,2021,4,4.59,0.3,4.37,1.74,4.91,5.57,3.52,4.89,0.81,1.39,1.96,0.3,0.24,0.47,0.840991
CO,202115,2021,4,4.57,0.28,4.61,1.72,5.08,5.46,3.65,5.03,0.84,1.49,1.95,0.29,0.23,0.47,0.895619
CT,201734,2017,8,3.07,0.11,4.02,1.75,4.67,5.08,2.87,4.79,0.69,1.31,1.73,0.23,0.17,0.48,0
CT,201735,2017,8,2.94,0.09,4.16,1.77,4.09,4.89,2.65,4.4,0.63,1.29,1.58,0.26,0.21,0.45,0.159617
CT,201736,2017,9,3.14,0.11,4.77,2.04,4.1,4.84,2.92,4.18,0.7,1.28,1.56,0.27,0.22,0.44,0
CT,201737,2017,9,3.65,0.14,5.62,2.49,4.43,5.42,2.73,4.27,0.75,1.25,1.67,0.28,0.19,0.49,0.261917
CT,201738,2017,9,3.62,0.16,5.92,2.41,4.57,5.41,2.73,4.29,0.77,1.31,1.66,0.31,0.21,0.49,0.115607
CT,201739,2017,9,3.46,0.12,5.77,2.12,4.45,5.34,2.68,4.28,0.75,1.26,1.68,0.31,0.18,0.49,0.267953
CT,201740,2017,10,3.35,0.13,5.81,2.03,4.37,5.23,2.67,4.16,0.75,1.4,1.66,0.29,0.19,0.5,1.04416
CT,201741,2017,10,3.35,0.1,5.76,2.01,4.51,5.32,2.79,4.32,0.79,1.42,1.71,0.35,0.23,0.48,1.0367
CT,201742,2017,10,3.54,0.11,6.09,2.12,4.48,5.32,2.76,4.16,0.8,1.44,1.64,0.33,0.22,0.5,1.07119
CT,201743,2017,10,3.6,0.13,6.25,2.18,4.58,5.32,2.89,4.33,0.81,1.4,1.71,0.33,0.23,0.54,1.34836
CT,201744,2017,10,3.55,0.14,6.5,2.31,4.41,4.96,2.65,4.02,0.75,1.37,1.61,0.31,0.22,0.47,1.35031
CT,201745,2017,11,3.83,0.14,7.15,2.5,4.73,4.99,2.73,4.14,0.75,1.35,1.64,0.32,0.2,0.44,1.43927
CT,201746,2017,11,3.81,0.13,7.47,2.52,4.53,4.86,2.77,4.08,0.76,1.34,1.66,0.34,0.22,0.44,1.72589
CT,201747,2017,11,3.66,0.13,7.73,2.68,4.26,4.52,2.91,4.06,0.72,1.37,1.56,0.31,0.18,0.35,2.39194
CT,201748,2017,11,4.03,0.13,8.27,2.79,4.56,4.97,3.01,4.3,0.78,1.32,1.59,0.36,0.23,0.47,2.65263
CT,201749,2017,12,4.01,0.14,8.16,2.72,4.36,4.94,3.11,4.38,0.71,1.35,1.51,0.32,0.19,0.44,2.68862
CT,201750,2017,12,4.06,0.15,8.28,2.69,4.29,4.64,3.17,4.39,0.74,1.27,1.44,0.3,0.18,0.42,2.86832
CT,201751,2017,12,4.15,0.17,8.79,2.98,4.15,4.46,3.42,4.51,0.66,1.3,1.47,0.29,0.2,0.38,3.93357
CT,201752,2017,12,4.79,0.2,10.63,3.3,4.47,4.4,4.13,5.11,0.67,1.43,1.51,0.24,0.18,0.35,4.21422
CT,201801,2018,1,4.78,0.18,10.5,2.97,4.69,4.78,3.88,5.19,0.7,1.45,1.6,0.27,0.2,0.35,4.47821
CT,201802,2018,1,4.91,0.21,9.96,2.68,4.64,5.37,3.8,5.17,0.76,1.48,1.65,0.29,0.22,0.4,5.23495
CT,201803,2018,1,6.06,0.28,12.02,2.82,4.8,5.76,3.92,5.15,0.77,1.54,1.69,0.29,0.23,0.45,5.99903
CT,201804,2018,1,6.87,0.32,13.56,2.88,4.84,6.41,4.15,5.4,0.82,1.53,1.8,0.31,0.2,0.47,6.06894
CT,201805,2018,1,7.66,0.35,14.73,3.04,4.88,6.62,4.27,5.39,0.83,1.67,1.69,0.3,0.19,0.47,6.15455
CT,201806,2018,2,7.26,0.33,13.84,3.22,4.89,6.37,4.44,5.65,0.85,1.72,1.79,0.32,0.2,0.49,7.15832
CT,201807,2018,2,6.4,0.33,11.47,2.92,4.74,5.97,3.99,5.09,0.88,1.66,1.78,0.32,0.23,0.51,6.19369
CT,201808,2018,2,5.57,0.28,9.99,2.73,4.97,5.93,3.74,5.2,0.82,1.7,1.83,0.32,0.21,0.51,5.26689
CT,201809,2018,2,4.61,0.22,7.99,2.59,4.68,5.49,3.36,4.86,0.84,1.64,1.71,0.32,0.2,0.51,5.14261
CT,201810,2018,3,4.05,0.14,6.84,2.42,4.56,5.16,3.13,4.54,0.78,1.54,1.73,0.28,0.21,0.46,3.7656
CT,201811,2018,3,3.73,0.17,6.23,2.28,4.49,5.24,2.93,4.65,0.76,1.49,1.65,0.3,0.21,0.45,3.60248
CT,201812,2018,3,3.75,0.14,6.21,2.36,4.52,5.41,3.09,4.68,0.79,1.51,1.71,0.29,0.22,0.48,3.55739
CT,201813,2018,3,3.99,0.17,6.19,2.45,4.64,5.38,3.14,4.76,0.77,1.42,1.78,0.3,0.19,0.46,4.14019
CT,201814,2018,4,3.85,0.17,6.27,2.48,4.63,5.39,3.13,4.85,0.8,1.44,1.77,0.28,0.21,0.51,3.14907
CT,201815,2018,4,3.87,0.17,6.26,2.52,4.77,5.39,3.28,5.06,0.86,1.45,1.97,0.28,0.23,0.48,2.97006
CT,201816,2018,4,3.81,0.13,6.03,2.36,4.76,5.48,3.37,5.5,0.86,1.5,1.8,0.29,0.23,0.52,2.77207
CT,201817,2018,4,3.71,0.12,5.52,2.27,4.52,5.63,4.75,6.54,0.77,1.35,1.75,0.3,0.23,0.5,2.65946
CT,201818,2018,4,3.67,0.14,5.12,2.22,4.49,5.28,3.06,4.99,0.74,1.3,1.71,0.29,0.19,0.51,2.28298
CT,201819,2018,5,3.39,0.12,5.09,2.17,4.29,5.13,2.87,4.65,0.72,1.28,1.73,0.29,0.22,0.45,1.35659
CT,201820,2018,5,3.44,0.13,5.12,2.33,4.48,4.87,2.81,4.5,0.7,1.6,1.66,0.24,0.21,0.45,1.43184
CT,201821,2018,5,3.56,0.13,5.34,2.47,4.46,4.99,2.74,4.59,0.75,1.31,1.7,0.3,0.2,0.48,3.05455
CT,201822,2018,5,3.37,0.1,5.04,2.24,4.23,5.04,2.75,4.62,0.73,1.23,1.66,0.26,0.19,0.47,0.719424
CT,201823,2018,6,3.42,0.12,4.95,2.11,4.37,5.24,2.71,4.59,0.7,1.32,1.73,0.28,0.2,0.49,0.599829
CT,201824,2018,6,3.25,0.11,4.58,2.07,4.37,5.1,2.68,4.59,0.69,1.28,1.71,0.29,0.19,0.47,0.879507
CT,201825,2018,6,3.13,0.11,4.31,1.94,4.33,5.02,2.79,4.75,0.65,1.29,1.73,0.29,0.2,0.49,1.1535
CT,201826,2018,6,3.49,0.11,4.14,1.89,4.62,5.15,2.96,4.76,0.73,1.27,1.92,0.25,0.21,0.46,1.84136
CT,201827,2018,7,3.44,0.11,3.91,1.83,4.4,4.85,2.95,5.19,0.74,1.33,1.84,0.27,0.19,0.43,0.262467
CT,201828,2018,7,3.4,0.12,3.85,1.73,4.62,5.46,3.01,5.41,0.71,1.39,1.92,0.26,0.22,0.52,1.15512
CT,201829,2018,7,3.82,0.13,3.7,1.76,4.73,5.43,2.95,5.23,0.72,1.38,1.92,0.31,0.19,0.51,2.2508
CT,201830,2018,7,3.62,0.12,3.55,1.75,4.79,5.42,3.01,5.78,0.74,1.42,1.93,0.28,0.22,0.48,0.339559
CT,201831,2018,7,4.24,0.11,3.58,1.7,4.84,5.21,2.93,5.5,0.73,1.4,1.94,0.24,0.21,0.53,0
CT,201832,2018,8,4.07,0.11,3.62,1.76,4.84,5.32,2.95,5.13,0.72,1.42,1.96,0.28,0.19,0.46,1.3089
CT,201833,2018,8,3.57,0.13,3.71,1.74,4.85,5.26,2.91,4.94,0.7,1.36,1.92,0.28,0.21,0.47,0.281294
CT,201834,2018,8,3.73,0.12,3.97,1.76,4.74,5.23,2.82,4.94,0.7,1.31,1.81,0.24,0.21,0.47,1.06557
CT,201835,2018,8,3.61,0.11,4.0,1.77,4.69,5.1,2.75,4.77,0.7,1.29,1.82,0.27,0.22,0.46,0.533721
CT,201836,2018,9,3.5,0.11,4.45,1.88,4.47,5.03,2.65,4.74,0.72,1.34,1.73,0.3,0.2,0.44,0.569177
CT,201837,2018,9,3.83,0.14,5.49,2.32,4.72,5.05,2.73,4.4,0.8,1.36,1.8,0.31,0.22,0.47,1.67598
CT,201838,2018,9,4.26,0.16,6.56,2.58,4.81,5.2,2.76,4.43,0.83,1.41,1.79,0.31,0.2,0.48,2.34425
CT,201839,2018,9,4.1,0.14,7.07,2.47,4.69,5.03,2.74,4.1,0.86,1.43,1.69,0.32,0.2,0.49,0.962269
